"Name","Pos","Year","GP","G","A","Pts.","Pt/Gm","PEN","PIM","GWG","PPG","SHG","ENG","Season","Team"
"Jamie McNamara","F","So","27","4","3","7","0.2593","3","6","0","0","0","0","2016-2017","amherst"
"Lynndy Smith","D","Sr","27","1","6","7","0.2593","5","10","0","0","0","0","2016-2017","amherst"
"Brenna Sullivan","F","Jr","26","3","1","4","0.1538","1","2","0","1","0","0","2016-2017","amherst"
"Eliza Laycock","F","Fr","26","1","3","4","0.1538","1","2","0","0","0","0","2016-2017","amherst"
"Camille Herzog","D","Sr","27","0","4","4","0.1481","8","16","0","0","0","0","2016-2017","amherst"
"Kristen Molina","F/D","Jr","27","0","3","3","0.1111","1","2","0","0","0","0","2016-2017","amherst"
"Molly Connolly","F","Sr","5","2","0","2","0.4000","0","0","0","1","0","0","2016-2017","amherst"
"Laura Schmidlein","D","So","27","0","1","1","0.0370","3","6","0","0","0","0","2016-2017","amherst"
"Ava Simoncelli","D","Fr","25","0","0","0","0.0000","1","2","0","0","0","0","2016-2017","amherst"
"Caroline Booraem","G","Fr","1","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","amherst"
"Bailey Plaman","G","Jr","11","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","amherst"
"Sabrina Dobbins","G","Jr","15","0","0","0","0.0000","1","2","0","0","0","0","2016-2017","amherst"
"Audrey Duquette","F","Sr","3","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","amherst"
"Sarah Melanson","F","Fr","4","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","amherst"
"Sarah Wagner","F","So","26","0","0","0","0.0000","2","4","0","0","0","0","2016-2017","amherst"
"Callen Naasz","F","Sr","27","13","11","24","0.8889","10","20","2","1","1","1","2016-2017","augsburg"
"Darby Lindgren","F","Sr","27","10","9","19","0.7037","13","26","3","4","1","1","2016-2017","augsburg"
"Bridget Wagner","F","Fr","27","8","10","18","0.6667","6","12","4","3","0","0","2016-2017","augsburg"
"Ashley Kloncz","F","Sr","27","4","10","14","0.5185","5","10","1","2","0","0","2016-2017","augsburg"
"Megan Robertson","F","Jr","27","7","6","13","0.4815","11","22","1","2","0","0","2016-2017","augsburg"
"Valerie Whichello","D","So","27","0","13","13","0.4815","5","10","0","0","0","0","2016-2017","augsburg"
"Danielle Heitkamp","D","Sr","27","5","7","12","0.4444","6","12","3","2","0","0","2016-2017","augsburg"
"Emily Ach","F","Fr","27","5","6","11","0.4074","1","2","0","0","0","0","2016-2017","augsburg"
"Megan Johnson","F","So","27","6","4","10","0.3704","8","16","1","3","0","0","2016-2017","augsburg"
"Bridget Walter","F","So","26","3","5","8","0.3077","5","10","2","0","0","0","2016-2017","augsburg"
"Nikki Nightengale","D","Fr","27","2","6","8","0.2963","4","8","0","1","0","0","2016-2017","augsburg"
"Mackenzie Molnar","D","Fr","27","3","4","7","0.2593","13","26","1","1","1","0","2016-2017","augsburg"
"Jacie Hoehn","F","So","27","3","3","6","0.2222","4","8","1","0","1","0","2016-2017","augsburg"
"Taral Clayton","D","Jr","27","1","4","5","0.1852","16","32","0","1","0","0","2016-2017","augsburg"
"Hollywood Hermanson","D","Fr","27","0","5","5","0.1852","5","10","0","0","0","0","2016-2017","augsburg"
"Mikayla Jones","F","Fr","23","3","0","3","0.1304","2","4","0","0","0","0","2016-2017","augsburg"
"Rebecca Sonnek","G","Jr","24","0","2","2","0.0833","0","0","0","0","0","0","2016-2017","augsburg"
"Savannah Seeger","F","Sr","24","1","0","1","0.0417","1","2","0","0","0","0","2016-2017","augsburg"
"Bailey Beane","F","So","10","0","1","1","0.1000","0","0","0","0","0","0","2016-2017","augsburg"
"Jeanette Bealke","F","Fr","21","0","1","1","0.0476","1","2","0","0","0","0","2016-2017","augsburg"
"Karin Svedberg","F","Fr","4","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","augsburg"
"McKenna Manalli","G","So","2","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","augsburg"
"Leah Patrick","G","So","4","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","augsburg"
"Bailey Coons","F","So","25","12","4","16","0.6400","8","16","1","2","0","0","2016-2017","becker"
"Claudia Gee","F","So","26","7","9","16","0.6154","5","10","2","1","0","1","2016-2017","becker"
"Hannah Elmer","D","So","26","0","10","10","0.3846","13","26","0","0","0","0","2016-2017","becker"
"Brianna Luciani","F","Fr","25","7","2","9","0.3600","4","8","2","4","1","0","2016-2017","becker"
"Brittany Aiello","F","So","26","3","6","9","0.3462","9","18","2","1","0","1","2016-2017","becker"
"Michaela Martin","F","So","26","6","2","8","0.3077","19","38","0","1","1","0","2016-2017","becker"
"Samantha Talmadge","D","Fr","26","4","3","7","0.2692","8","16","1","2","0","0","2016-2017","becker"
"Rachel Pitcher","F/D","So","26","1","5","6","0.2308","19","41","0","0","0","0","2016-2017","becker"
"Catherine McShera","F","So","26","2","2","4","0.1538","3","6","0","0","0","0","2016-2017","becker"
"Christie Gray","F","Fr","26","2","2","4","0.1538","3","6","0","0","0","0","2016-2017","becker"
"Nikolle Storey","D","So","26","0","4","4","0.1538","9","18","0","0","0","0","2016-2017","becker"
"Megan Silta","D","Fr","24","0","3","3","0.1250","7","14","0","0","0","0","2016-2017","becker"
"Elysabeth Jefferies","D","So","25","0","3","3","0.1200","5","10","0","0","0","0","2016-2017","becker"
"Emily Dennee","D","So","24","1","1","2","0.0833","4","8","0","0","0","0","2016-2017","becker"
"Kate Hamilton","F","Fr","26","1","0","1","0.0385","2","4","0","0","0","0","2016-2017","becker"
"Anastasia Thompson","F","So","26","0","1","1","0.0385","4","8","0","0","0","0","2016-2017","becker"
"Sarah McSweeney","F","So","26","0","1","1","0.0385","7","14","0","0","0","0","2016-2017","becker"
"Madison Rigsby","G","So","17","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","becker"
"Madison Maloney","D","Fr","26","0","0","0","0.0000","7","14","0","0","0","0","2016-2017","becker"
"Julia Johnson","G","So","14","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","becker"
"Emily Bergland","F","So","35","16","9","25","0.7143","5","10","2","5","1","0","2016-2017","bemidji-state"
"Alexis Joyce","D","Jr","35","4","16","20","0.5714","13","26","1","0","0","0","2016-2017","bemidji-state"
"Lauren Miller","F","Sr","35","9","9","18","0.5143","21","45","1","2","0","1","2016-2017","bemidji-state"
"Madison Hutchinson","D","Sr","35","5","12","17","0.4857","9","18","0","2","0","0","2016-2017","bemidji-state"
"Emma Terres","F/D","Jr","35","6","8","14","0.4000","7","14","2","3","0","0","2016-2017","bemidji-state"
"Haley Mack","F","Fr","35","4","9","13","0.3714","3","6","0","1","0","0","2016-2017","bemidji-state"
"Abby Halluska","F","Fr","35","5","6","11","0.3143","6","12","1","1","0","0","2016-2017","bemidji-state"
"Summer Thibodeau","F","Jr","32","4","5","9","0.2813","3","6","1","0","0","0","2016-2017","bemidji-state"
"Kiki Radke","F","Fr","33","3","6","9","0.2727","5","10","0","1","0","0","2016-2017","bemidji-state"
"Ciscely Nelson","F","Sr","33","4","2","6","0.1818","3","6","1","0","0","1","2016-2017","bemidji-state"
"Melissa Hunt","D","So","35","2","4","6","0.1714","9","18","1","1","0","0","2016-2017","bemidji-state"
"Lisa Laiti","D","So","33","1","5","6","0.1818","8","16","0","1","0","0","2016-2017","bemidji-state"
"Bailey Wright","F","Sr","34","0","6","6","0.1765","5","10","0","0","0","0","2016-2017","bemidji-state"
"Reilly Fawcett","F","Jr","35","2","3","5","0.1429","7","14","1","0","0","0","2016-2017","bemidji-state"
"Jacqueline Kaasa","F","Fr","35","2","3","5","0.1429","2","4","1","0","0","0","2016-2017","bemidji-state"
"Natalie Stanwood","D","So","18","0","2","2","0.1111","0","0","0","0","0","0","2016-2017","bemidji-state"
"Carley Esse","D","Sr","35","0","2","2","0.0571","5","10","0","0","0","0","2016-2017","bemidji-state"
"Brianna Jorde","D","Fr","26","0","2","2","0.0769","2","4","0","0","0","0","2016-2017","bemidji-state"
"Sylvia Marolt","F","So","29","0","1","1","0.0345","2","4","0","0","0","0","2016-2017","bemidji-state"
"Heather Olson","D","Fr","7","0","1","1","0.1429","0","0","0","0","0","0","2016-2017","bemidji-state"
"Erin Deters","G","Sr","2","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","bemidji-state"
"Brittni Mowat","G","Sr","33","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","bemidji-state"
"Victoria Bach","F","Jr","36","23","26","49","1.3611","21","42","2","5","0","2","2016-2017","boston-university"
"Mary Parker","F","Sr","36","24","21","45","1.2500","7","14","4","4","0","1","2016-2017","boston-university"
"Maddie Elia","F","Sr","32","12","24","36","1.1250","23","46","0","4","0","1","2016-2017","boston-university"
"Rebecca Leslie","F","Jr","32","16","18","34","1.0625","4","8","2","4","0","1","2016-2017","boston-university"
"Nina Rodgers","F","Jr","37","11","20","31","0.8378","19","38","2","5","0","1","2016-2017","boston-university"
"Samantha Sutherland","F","Sr","37","15","15","30","0.8108","11","22","4","6","1","1","2016-2017","boston-university"
"Sammy Davis","F","So","35","7","16","23","0.6571","13","26","1","4","0","1","2016-2017","boston-university"
"Alexis Crossley","D","Sr","37","4","17","21","0.5676","12","24","1","2","0","0","2016-2017","boston-university"
"Abby Cook","D","Fr","37","4","11","15","0.4054","15","30","0","0","0","1","2016-2017","boston-university"
"Savannah Newton","D","Jr","37","0","11","11","0.2973","16","32","0","0","0","0","2016-2017","boston-university"
"Sarah Steele","D","Sr","37","1","8","9","0.2432","10","20","0","0","0","0","2016-2017","boston-university"
"Deziray De Sousa","F","Fr","23","1","7","8","0.3478","5","10","1","0","0","0","2016-2017","boston-university"
"Natasza Tarnowski","F","Fr","35","3","4","7","0.2000","9","18","1","0","0","0","2016-2017","boston-university"
"Connor Galway","D","So","37","1","6","7","0.1892","16","32","0","0","0","0","2016-2017","boston-university"
"Natalie Flynn","F","Sr","37","3","1","4","0.1081","3","6","1","0","0","0","2016-2017","boston-university"
"Mary Grace Kelley","F","So","32","2","1","3","0.0938","4","8","0","0","0","0","2016-2017","boston-university"
"Breanna Scarpaci","D","Fr","37","1","2","3","0.0811","0","0","0","0","0","0","2016-2017","boston-university"
"Alexandra Calderone","D","Fr","37","0","2","2","0.0541","6","12","0","0","0","0","2016-2017","boston-university"
"Anna Streifel","F","Jr","13","1","0","1","0.0769","0","0","0","0","0","0","2016-2017","boston-university"
"Erin O'Neil","G","Jr","9","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","boston-university"
"Victoria Hanson","G","Sr","28","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","boston-university"
"Wendy Roberts","F","Jr","25","14","8","22","0.8800","9","18","1","2","0","1","2016-2017","bethel"
"Sarah Moy","F","Fr","25","7","12","19","0.7600","2","4","0","1","0","0","2016-2017","bethel"
"Kaitlyn VanTassel","F","Fr","25","8","10","18","0.7200","15","30","2","3","0","0","2016-2017","bethel"
"Sarina Goos","F","So","25","8","9","17","0.6800","4","8","0","1","0","1","2016-2017","bethel"
"Lauren Kolak","F","Sr","25","3","14","17","0.6800","21","42","1","2","0","0","2016-2017","bethel"
"Megan O'Brian","F","Sr","11","2","8","10","0.9091","2","4","0","0","1","0","2016-2017","bethel"
"Kirsten Olson","F","So","25","4","5","9","0.3600","4","8","0","1","0","0","2016-2017","bethel"
"Natalie Simons","F","Jr","25","4","5","9","0.3600","8","16","2","0","1","0","2016-2017","bethel"
"Erika Geary","F","So","25","2","7","9","0.3600","3","6","0","1","0","0","2016-2017","bethel"
"Bailey Thompson","D","Fr","25","0","8","8","0.3200","7","14","0","0","0","0","2016-2017","bethel"
"Abby Felton","F","Fr","25","6","1","7","0.2800","1","2","2","0","0","0","2016-2017","bethel"
"Briita Nelson","F","Jr","20","4","1","5","0.2500","8","16","0","1","0","0","2016-2017","bethel"
"Emma Johnson","D","Fr","21","1","4","5","0.2381","5","10","0","1","0","0","2016-2017","bethel"
"Hannah Williams","D","Sr","25","1","2","3","0.1200","10","20","0","0","0","0","2016-2017","bethel"
"Leah Younkers","D","Fr","25","0","2","2","0.0800","5","10","0","0","0","0","2016-2017","bethel"
"Kylie Guimont","F","Fr","24","0","1","1","0.0417","4","8","0","0","0","0","2016-2017","bethel"
"Hannah Zimmerman","D","So","21","0","0","0","0.0000","4","8","0","0","0","0","2016-2017","bethel"
"Brielle Larson","F","Fr","24","0","0","0","0.0000","1","2","0","0","0","0","2016-2017","bethel"
"Lauren Topor","G","So","1","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","bethel"
"Maggie Straka","G","Jr","11","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","bethel"
"Karly Vohden","D","Sr","25","0","0","0","0.0000","2","4","0","0","0","0","2016-2017","bethel"
"Michelle Klimstra","G","Jr","16","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","bethel"
"Andie Anastos","F","Sr","38","16","26","42","1.1053","8","16","4","5","3","1","2016-2017","boston-college"
"Makenna Newkirk","F","So","35","15","24","39","1.1143","7","14","5","6","0","0","2016-2017","boston-college"
"Megan Keller","D","Jr","34","10","29","39","1.1471","27","54","2","1","1","0","2016-2017","boston-college"
"Delaney Belinskas","F","Fr","38","16","17","33","0.8684","7","14","3","6","0","0","2016-2017","boston-college"
"Caitrin Lonergan","F","Fr","36","15","18","33","0.9167","12","24","3","5","1","0","2016-2017","boston-college"
"Kenzie Kent","F","Jr","38","9","17","26","0.6842","4","8","1","4","2","0","2016-2017","boston-college"
"Kristyn Capizzano","F","Sr","38","14","10","24","0.6316","7","22","3","3","2","1","2016-2017","boston-college"
"Kali Flanagan","D","Jr","38","5","14","19","0.5000","2","4","0","1","0","0","2016-2017","boston-college"
"Grace Bizal","D","So","27","2","13","15","0.5556","8","16","0","1","0","1","2016-2017","boston-college"
"Erin Connolly","F","So","38","8","6","14","0.3684","30","63","2","5","0","0","2016-2017","boston-college"
"Toni Ann Miano","D","Jr","14","3","11","14","1.0000","10","20","0","0","0","0","2016-2017","boston-college"
"Haley McLean","F","Sr","34","4","9","13","0.3824","8","16","2","0","1","0","2016-2017","boston-college"
"Ryan Little","F","So","38","4","4","8","0.2105","3","6","1","0","0","0","2016-2017","boston-college"
"Bridget McCarthy","F","Fr","38","3","4","7","0.1842","8","16","1","1","0","0","2016-2017","boston-college"
"Serena Sommerfield","D","So","37","1","5","6","0.1622","4","8","0","0","0","0","2016-2017","boston-college"
"Caroline Ross","D","Fr","35","1","3","4","0.1143","13","26","0","0","0","0","2016-2017","boston-college"
"Katie Burt","G","Jr","36","0","3","3","0.0833","2","4","0","0","0","0","2016-2017","boston-college"
"Kate Annese","F","Fr","27","1","1","2","0.0741","6","12","0","0","0","0","2016-2017","boston-college"
"Tori Sullivan","F","Jr","2","0","1","1","0.5000","1","2","0","0","0","0","2016-2017","boston-college"
"Molly Slowe","F","So","31","0","1","1","0.0323","0","0","0","0","0","0","2016-2017","boston-college"
"Molly Barrow","G","Fr","1","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","boston-college"
"Kathleen McNamara","D","So","22","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","boston-college"
"Rachel Moore","F","Fr","36","0","0","0","0.0000","2","4","0","0","0","0","2016-2017","boston-college"
"Gabriella Switaj","G","Jr","4","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","boston-college"
"Sam Donovan","F","Jr","29","9","12","21","0.7241","3","6","0","3","1","0","2016-2017","brown"
"Sena Hanson","F","Fr","27","5","12","17","0.6296","6","12","0","0","0","1","2016-2017","brown"
"Bridget Carey","F","So","29","6","7","13","0.4483","18","36","1","2","0","0","2016-2017","brown"
"Leah Olson","D","So","29","4","7","11","0.3793","12","35","0","1","0","0","2016-2017","brown"
"Samantha Swanstrom","F","Jr","29","5","5","10","0.3448","20","40","1","1","1","0","2016-2017","brown"
"Alley Rempe","F","Fr","19","3","6","9","0.4737","3","6","2","1","1","0","2016-2017","brown"
"Veronica Alois","F","Fr","17","5","3","8","0.4706","4","8","1","0","0","1","2016-2017","brown"
"Sarah Migliori","F","Fr","22","6","1","7","0.3182","10","20","1","1","0","0","2016-2017","brown"
"Cara Najjar","D","So","29","2","4","6","0.2069","18","36","0","1","0","0","2016-2017","brown"
"Abby Niewchas","F/D","So","28","1","5","6","0.2143","15","30","0","0","0","0","2016-2017","brown"
"Cynthia Kyin","D","Jr","28","1","5","6","0.2143","15","30","0","0","0","0","2016-2017","brown"
"Lucinda Quigley","D","Fr","29","1","4","5","0.1724","0","0","0","0","0","0","2016-2017","brown"
"Maddie Woo","F","Sr","5","1","3","4","0.8000","1","2","0","0","0","0","2016-2017","brown"
"Jenna Hewitt-Kenda","F","So","27","2","1","3","0.1111","6","12","0","0","0","0","2016-2017","brown"
"Katie Lynch","F","So","28","2","1","3","0.1071","4","8","0","0","0","0","2016-2017","brown"
"Katie Swanstrom","F","Jr","25","1","2","3","0.1200","5","10","0","0","0","0","2016-2017","brown"
"Dara Wais","F","Jr","24","1","1","2","0.0833","2","4","0","0","0","0","2016-2017","brown"
"Steph Rempe","D","Fr","28","1","0","1","0.0357","11","22","1","0","0","0","2016-2017","brown"
"Maybelline Beiring","D","Fr","29","0","1","1","0.0345","5","10","0","0","0","0","2016-2017","brown"
"Julianne Landry","G","Jr","7","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","brown"
"Catherine LeBoeuf","D","Sr","23","0","0","0","0.0000","1","2","0","0","0","0","2016-2017","brown"
"Monica Elvin","G","Sr","23","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","brown"
"Calla Isaac","G","Fr","6","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","brown"
"Hana DeClerck","F","Fr","2","0","0","0","0.0000","1","2","0","0","0","0","2016-2017","brown"
"Erin Gehen","F","Jr","27","18","11","29","1.0741","10","20","3","2","0","0","2016-2017","buffalo-state"
"Rachel Lenard","F","Jr","27","11","13","24","0.8889","2","4","6","6","0","0","2016-2017","buffalo-state"
"Natasha Steinle","F","Fr","26","14","5","19","0.7308","5","10","1","0","0","1","2016-2017","buffalo-state"
"Bri Carroll","F","Jr","27","10","9","19","0.7037","5","18","2","1","1","0","2016-2017","buffalo-state"
"Christine Harris","F","Jr","26","6","11","17","0.6538","21","42","1","2","1","0","2016-2017","buffalo-state"
"Brooke Krantz","F","Jr","27","2","9","11","0.4074","6","12","0","1","0","0","2016-2017","buffalo-state"
"Viivi Vaattovaara","D/F","Jr","27","2","9","11","0.4074","9","18","1","1","0","0","2016-2017","buffalo-state"
"Madeline Kromer","D","So","24","2","6","8","0.3333","10","28","0","2","0","0","2016-2017","buffalo-state"
"Missy Mallon","F","Jr","25","3","4","7","0.2800","4","8","0","0","0","0","2016-2017","buffalo-state"
"Lila Toczek","F","Fr","25","2","5","7","0.2800","7","14","1","0","0","0","2016-2017","buffalo-state"
"Megan Reukauf","D","So","27","0","6","6","0.2222","4","8","0","0","0","0","2016-2017","buffalo-state"
"Caitie Horvatits","F","Jr","27","3","2","5","0.1852","6","12","0","0","2","0","2016-2017","buffalo-state"
"Emma Ruggiero","F","So","23","3","2","5","0.2174","7","14","2","0","0","0","2016-2017","buffalo-state"
"Jessica Carter","F","Fr","20","2","3","5","0.2500","4","8","0","0","0","0","2016-2017","buffalo-state"
"Emily DeCock","D","Jr","24","1","4","5","0.2083","7","14","0","0","0","0","2016-2017","buffalo-state"
"Cheyenne Matson","F/D","Fr","23","0","5","5","0.2174","0","0","0","0","0","0","2016-2017","buffalo-state"
"Kristine Strawberry","D","Fr","21","1","1","2","0.0952","3","6","0","0","0","0","2016-2017","buffalo-state"
"Hannah Tarr","D","Jr","24","0","2","2","0.0833","2","4","0","0","0","0","2016-2017","buffalo-state"
"Heather Neuburger","D","Sr","12","0","2","2","0.1667","0","0","0","0","0","0","2016-2017","buffalo-state"
"Georgia Kleiner","D","Jr","19","0","1","1","0.0526","4","8","0","0","0","0","2016-2017","buffalo-state"
"Serena Angelo","G","Fr","3","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","buffalo-state"
"Maddie Toczek","F","Jr","5","0","0","0","0.0000","1","2","0","0","0","0","2016-2017","buffalo-state"
"Justine Silva","G","Jr","26","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","buffalo-state"
"Julie Dachille","F","Jr","24","11","7","18","0.7500","15","30","2","3","1","1","2016-2017","bowdoin"
"Brooke Solomon","F","So","26","7","9","16","0.6154","3","6","3","2","1","0","2016-2017","bowdoin"
"Marissa Fichter","F","So","26","8","4","12","0.4615","9","18","2","1","2","1","2016-2017","bowdoin"
"Brigit Bergin","D","Jr","26","2","9","11","0.4231","11","22","0","1","0","0","2016-2017","bowdoin"
"Maureen Greason","F","Jr","26","6","3","9","0.3462","10","20","1","1","0","0","2016-2017","bowdoin"
"Katie Leininger","F","Fr","26","4","4","8","0.3077","9","18","0","2","0","0","2016-2017","bowdoin"
"Tala Glass","D","Fr","26","1","6","7","0.2692","8","16","1","0","0","0","2016-2017","bowdoin"
"Jessica Bowen","F","Sr","23","1","5","6","0.2609","7","14","0","0","0","0","2016-2017","bowdoin"
"Maegan Sheehan","D","So","23","2","3","5","0.2174","4","8","2","0","0","0","2016-2017","bowdoin"
"Jill Rathke","D","Jr","26","1","4","5","0.1923","8","16","0","1","0","0","2016-2017","bowdoin"
"Cassidy Pratt","D","So","24","1","1","2","0.0833","12","24","1","0","0","0","2016-2017","bowdoin"
"Maddy Hall","F","Sr","26","1","1","2","0.0769","3","6","0","0","0","0","2016-2017","bowdoin"
"Meade Avery","F","Fr","7","1","0","1","0.1429","4","8","1","0","0","0","2016-2017","bowdoin"
"Jess Cloutier","F","Fr","25","1","0","1","0.0400","0","0","0","0","0","0","2016-2017","bowdoin"
"Maryanne Iodice","D","Jr","15","0","1","1","0.0667","2","4","0","0","0","0","2016-2017","bowdoin"
"Kimmy Ganong","D","Sr","19","0","1","1","0.0526","6","12","0","0","0","0","2016-2017","bowdoin"
"Kerri St. Denis","G","So","18","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","bowdoin"
"Sophia Lattanzio","G","So","8","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","bowdoin"
"Caroline Godfrey","F","So","26","0","0","0","0.0000","0","0","0","0","0","0","2016-2017","bowdoin"
"Tess Adams","F","So","27","20","7","27","1.0000","5","10","5","4","0","1","2016-2017","canton"
"Jessica Pele","F","So","27","10","12","22","0.8148","15","41","2","2","0","0","2016-2017","canton"
"Margret Troiano","F","Jr","27","7","14","21","0.7778","8","16","1","2","1","0","2016-2017","canton"
"Noelle Niemiec","D","So","27","7","9","16","0.5926","19","46","3","5","0","0","2016-2017","canton"
"Tessa Dobson","F","Fr","26","6","9","15","0.5769","9","18","0","1","0","0","2016-2017","canton"
"Sydney Jordan","D","Fr","27","3","6","9","0.3333","8","16","0","3","0","0","2016-2017","canton"
"Rhea Coad","F","Sr","21","4","4","8","0.3810","14","28","0","1","0","0","2016-2017","canton"
"Alyssa Hein","D","Fr","27","1","6","7","0.2593","11","22","1","1","0","0","2016-2017","canton"
"Kaylah Menchaca","F","So","27","3","2","5","0.1852","10","20","0","0","1","0","2016-2017","canton"
"Sydney Kinder","F/D","Sr","21","3","2","5","0.2381","9","18","1","1","0","0","2016-2017","canton"
"Grace Page","F","So","25","3","2","5","0.2000","5","10","1","0","0","0","2016-2017","canton"
"Lora Ardoin","D","Sr","20","2","3","5","0.2500","10","20","0","0","0","0","2016-2017","canton"
"Hannah Brady","F","So","26","1","4","5","0.1923","2","4","0","0","0","0","2016-2017","canton"
"Whitney Bernier","F","So","24","1","3","4","0.1667","1","2","0","0","0","0","2016-2017","canton"
"Mariah McCue","D","So","25","0","3","3","0.1200","6","12","0","0","0","0","2016-2017","canton"
"Emily Dolphin","D","So","25","0","3","3","0.1200","4","8","0","0","0","0","2016-2017","canton"
"Brittany Miner","F","Fr","27","1","1","2","0.0741","1","2","0","0","0","0","2016-2017","canton"
