"Name","Pos","Year","GP","G","A","Pts.","Pt/Gm","GWG","PPG","SHG","ENG","Season","Team"
"Alexis Moed","F/D","Sr","11","0","0","0","0.0000","0","0","0","0","2002-2003","boston-college"
"Sarah McGarrell","D","Jr","11","0","0","0","0.0000","0","0","0","0","2002-2003","boston-college"
"Alison Quandt","G","Fr","13","0","0","0","0.0000","0","0","0","0","2002-2003","boston-college"
"Lisa Davis","G","So","23","0","0","0","0.0000","0","0","0","0","2002-2003","boston-college"
"Brittney Briggs","D","Fr","24","0","0","0","0.0000","0","0","0","0","2002-2003","boston-college"
"Jen Fischl","D","Fr","23","0","0","0","0.0000","0","0","0","0","2002-2003","boston-college"
"Shelly Chessie","F","Sr","28","20","31","51","1.8214","4","1","1","1","2002-2003","bowdoin"
"Marissa O'Neil","F","So","27","18","23","41","1.5185","5","5","0","0","2002-2003","bowdoin"
"Kirsti Anderson","D","So","28","10","23","33","1.1786","1","2","0","0","2002-2003","bowdoin"
"Beth Muir","F","Sr","28","18","13","31","1.1071","1","5","0","0","2002-2003","bowdoin"
"Gillian McDonald","F","Jr","28","16","10","26","0.9286","4","5","3","1","2002-2003","bowdoin"
"Britney Carr","F","Jr","27","3","18","21","0.7778","2","0","0","0","2002-2003","bowdoin"
"Rebecca Selden","D","Fr","28","6","9","15","0.5357","1","1","0","0","2002-2003","bowdoin"
"Cathie Quinlan","D","So","27","5","10","15","0.5556","1","2","0","0","2002-2003","bowdoin"
"Kelsey Wilcox","F","Fr","28","8","6","14","0.5000","1","1","0","0","2002-2003","bowdoin"
"Ba Lanoue","F","Sr","24","7","5","12","0.5000","1","0","1","0","2002-2003","bowdoin"
"Katherine Duglin","D","So","22","7","5","12","0.5455","0","2","0","0","2002-2003","bowdoin"
"Nicki Young","F","Fr","19","4","8","12","0.6316","0","0","0","0","2002-2003","bowdoin"
"Leah McClure","D","Sr","27","1","7","8","0.2963","0","0","0","0","2002-2003","bowdoin"
"Alyson Lizotte","D","Sr","28","2","4","6","0.2143","1","0","0","0","2002-2003","bowdoin"
"Sadie Wieschhoff","D","Jr","27","2","4","6","0.2222","0","1","0","0","2002-2003","bowdoin"
"Jen Pelkey","F","Jr","21","2","4","6","0.2857","0","0","0","0","2002-2003","bowdoin"
"Jess Burke","F","Jr","20","3","1","4","0.2000","1","0","0","0","2002-2003","bowdoin"
"Monica MacLellan","F","Fr","7","1","3","4","0.5714","0","0","0","0","2002-2003","bowdoin"
"Kirsten Larson","D","Jr","20","0","3","3","0.1500","0","0","0","0","2002-2003","bowdoin"
"Jen Crane","F","So","26","0","3","3","0.1154","0","0","0","0","2002-2003","bowdoin"
"Cat MacEachern","G","Fr","1","0","0","0","0.0000","0","0","0","0","2002-2003","bowdoin"
"Nathalie Morgan","G","Fr","6","0","0","0","0.0000","0","0","0","0","2002-2003","bowdoin"
"Francesca Klucevek-Whalen","G","Sr","2","0","0","0","0.0000","0","0","0","0","2002-2003","bowdoin"
"Emily McKissock","G","Sr","24","0","0","0","0.0000","0","0","0","0","2002-2003","bowdoin"
"Jessica Link","F","So","32","20","19","39","1.2188","3","5","2","0","2002-2003","brown"
"Karen Thatcher","F","Fr","32","12","23","35","1.0938","3","0","2","1","2002-2003","brown"
"Kim Insalaco","F","Sr","32","9","23","32","1.0000","1","0","0","1","2002-2003","brown"
"Courtney Johnson","F","Sr","32","12","13","25","0.7813","1","0","0","0","2002-2003","brown"
"Amy McLaughlin","D","So","32","6","15","21","0.6563","1","1","0","0","2002-2003","brown"
"Keaton Zucker","F","Fr","32","11","8","19","0.5938","2","3","0","0","2002-2003","brown"
"Katie Guay","F","So","32","8","10","18","0.5625","0","1","0","0","2002-2003","brown"
"Cassie Turner","D","Sr","29","8","8","16","0.5517","0","3","1","0","2002-2003","brown"
"Kerry Nugent","F","So","32","4","12","16","0.5000","0","0","0","0","2002-2003","brown"
"Katie Lafleur","D","Jr","32","6","8","14","0.4375","1","2","0","0","2002-2003","brown"
"Myria Heinhuis","D","Fr","32","0","9","9","0.2813","0","0","0","0","2002-2003","brown"
"Ashlee Drover","D","Fr","30","2","6","8","0.2667","0","0","0","0","2002-2003","brown"
"Margaret Ramsay","F","Fr","29","5","2","7","0.2414","1","1","0","0","2002-2003","brown"
"Lindsey Glennon","F","Fr","28","3","4","7","0.2500","0","1","0","0","2002-2003","brown"
"Kelly Sheridan","F","Jr","32","1","5","6","0.1875","0","0","0","0","2002-2003","brown"
"Mandy McCurdy","D","Sr","31","0","6","6","0.1935","0","0","0","0","2002-2003","brown"
"Jenny Rice","F/D","Sr","17","1","3","4","0.2353","0","0","0","0","2002-2003","brown"
"Marguerite McDonald","D","Jr","31","1","3","4","0.1290","1","0","0","0","2002-2003","brown"
"Sarah Crowley","F","Jr","13","1","0","1","0.0769","0","0","0","0","2002-2003","brown"
"Kate Kenny","F/D","Sr","7","0","1","1","0.1429","0","0","0","0","2002-2003","brown"
"Pam Dreyer","G","Sr","30","0","0","0","0.0000","0","0","0","0","2002-2003","brown"
"Larissa Ezzio","F","Fr","6","0","0","0","0.0000","0","0","0","0","2002-2003","brown"
"Katie Germain","G","Jr","6","0","0","0","0.0000","0","0","0","0","2002-2003","brown"
"Mara Delaroche","F/D","Fr","3","0","0","0","0.0000","0","0","0","0","2002-2003","brown"
"Emma Wadsworth","F","Jr","23","4","6","10","0.4348","0","1","0","0","2002-2003","buffalo-state"
"Janelle Schmitt","F","Jr","23","6","2","8","0.3478","1","2","0","0","2002-2003","buffalo-state"
"Madeline Loftus","C","Fr","22","7","0","7","0.3182","2","1","0","0","2002-2003","buffalo-state"
"Tara Ostempowski","F","Fr","23","3","4","7","0.3043","0","1","0","0","2002-2003","buffalo-state"
"Kim Costanzo","F","Jr","23","4","2","6","0.2609","1","1","0","0","2002-2003","buffalo-state"
"Carolyn Totaro","D","Sr","23","2","4","6","0.2609","1","0","0","0","2002-2003","buffalo-state"
"Nicole Jewell","D","Fr","23","1","4","5","0.2174","0","0","0","0","2002-2003","buffalo-state"
"Amanda Uschold","F","Fr","23","0","5","5","0.2174","0","0","0","0","2002-2003","buffalo-state"
"Jennifer Downey","F","Jr","23","1","3","4","0.1739","0","0","0","0","2002-2003","buffalo-state"
"Jessica DeCarlo","F","Jr","23","1","2","3","0.1304","0","1","0","0","2002-2003","buffalo-state"
"Jennifer Trees","D","Fr","21","0","3","3","0.1429","0","0","0","0","2002-2003","buffalo-state"
"Kasey Cornwell","D","So","23","0","3","3","0.1304","0","0","0","0","2002-2003","buffalo-state"
"Meri Mooers","F/D","Sr","18","0","1","1","0.0556","0","0","0","0","2002-2003","buffalo-state"
"Mary Keddie","G","Jr","23","0","0","0","0.0000","0","0","0","0","2002-2003","buffalo-state"
"Missy Dispenza","D","Sr","8","0","0","0","0.0000","0","0","0","0","2002-2003","buffalo-state"
"Robyn Landrigan","G","Fr","3","0","0","0","0.0000","0","0","0","0","2002-2003","buffalo-state"
"Tonya Schaldenbrand","F","Fr","12","4","5","9","0.7500","0","1","0","0","2002-2003","chatham"
"Amanda Thornton","G","Jr","14","4","1","5","0.3571","0","2","0","0","2002-2003","chatham"
"Morgan Gable","F","Jr","12","3","2","5","0.4167","0","0","0","0","2002-2003","chatham"
"Emily Morris","F","Fr","9","1","4","5","0.5556","0","0","0","0","2002-2003","chatham"
"Melli Grzesiowski","F","Sr","14","2","2","4","0.2857","0","0","0","0","2002-2003","chatham"
"Dara Burke","F","Sr","14","1","1","2","0.1429","0","1","0","0","2002-2003","chatham"
"Cassi Birriel","F","So","6","0","2","2","0.3333","0","0","0","0","2002-2003","chatham"
"Allison Vodilko","D","So","14","0","2","2","0.1429","0","0","0","0","2002-2003","chatham"
"Lynn Caputo","F","So","6","1","0","1","0.1667","0","0","0","0","2002-2003","chatham"
"Sarah Scheckner","F","Fr","2","0","1","1","0.5000","0","0","0","0","2002-2003","chatham"
"Jessica Frye","D","So","7","0","1","1","0.1429","0","0","0","0","2002-2003","chatham"
"Alison Seaman","D","Fr","14","0","0","0","0.0000","0","0","0","0","2002-2003","chatham"
"Joanne Braga","G","Jr","6","0","0","0","0.0000","0","0","0","0","2002-2003","chatham"
"Jen Martin","F/D","So","12","0","0","0","0.0000","0","0","0","0","2002-2003","chatham"
"A.J. DeSantis","F","Jr","12","0","0","0","0.0000","0","0","0","0","2002-2003","chatham"
"Ryann Frye","G","So","8","0","0","0","0.0000","0","0","0","0","2002-2003","chatham"
"Leslie Gomes","F","Fr","2","0","0","0","0.0000","0","0","0","0","2002-2003","chatham"
"Erin Casey","G","Fr","2","0","0","0","0.0000","0","0","0","0","2002-2003","chatham"
"Heather DeVito","F","So","23","15","19","34","1.4783","3","1","0","0","2002-2003","colby"
"Kate Sweeney","F","Jr","23","11","13","24","1.0435","0","2","0","0","2002-2003","colby"
"Jill Young","D","Sr","24","10","8","18","0.7500","2","0","0","0","2002-2003","colby"
"Michele Barmash","F","So","24","7","6","13","0.5417","1","3","0","0","2002-2003","colby"
"Lauren Gremelspacher","F","Sr","24","4","5","9","0.3750","1","0","0","0","2002-2003","colby"
"Caitlin Hickey","F","Fr","10","4","3","7","0.7000","0","0","0","0","2002-2003","colby"
"Anna Morro","D","Fr","24","3","4","7","0.2917","1","0","1","1","2002-2003","colby"
"Christina Dotchin","D","Jr","23","1","5","6","0.2609","0","1","0","0","2002-2003","colby"
"Caitlin Leahy","D","Fr","22","1","3","4","0.1818","1","0","0","0","2002-2003","colby"
"Gillian Butsch","F","Fr","24","0","4","4","0.1667","0","0","0","0","2002-2003","colby"
"Jennifer Anderson","D","So","22","0","3","3","0.1364","0","0","0","0","2002-2003","colby"
"Meghan Barringer","D","So","23","0","3","3","0.1304","0","0","0","0","2002-2003","colby"
"Mallory Young","D","So","24","1","0","1","0.0417","0","0","0","0","2002-2003","colby"
"Jacqueline Rolleri","D","Fr","19","0","1","1","0.0526","0","0","0","0","2002-2003","colby"
"Sarah Webster","G","So","9","0","1","1","0.1111","0","0","0","0","2002-2003","colby"
"Kristin Putnam","D","So","24","0","1","1","0.0417","0","0","0","0","2002-2003","colby"
"Johanna Black","F","Fr","16","0","0","0","0.0000","0","0","0","0","2002-2003","colby"
"Sarah Goodrich","F","So","24","0","0","0","0.0000","0","0","0","0","2002-2003","colby"
"Lindsay Barada","F","Fr","13","0","0","0","0.0000","0","0","0","0","2002-2003","colby"
"Merrill Hawkins","F","Sr","24","0","0","0","0.0000","0","0","0","0","2002-2003","colby"
"Lynn Hasday","G","So","22","0","0","0","0.0000","0","0","0","0","2002-2003","colby"
"Sasha Schroeder","F","So","20","0","0","0","0.0000","0","0","0","0","2002-2003","colby"
"Cheryl Setchell","C","So","34","9","10","19","0.5588","2","3","0","0","2002-2003","colgate"
"Allison Paiano","F","Fr","33","11","7","18","0.5455","2","3","1","0","2002-2003","colgate"
"Carly McNaughton","F","Fr","34","5","11","16","0.4706","1","0","0","0","2002-2003","colgate"
"Kristin Cirbus","RW","So","32","2","12","14","0.4375","0","1","0","0","2002-2003","colgate"
"Amanda Barre","RW","So","25","8","4","12","0.4800","1","4","1","0","2002-2003","colgate"
"Maura Kehoe","C","So","31","6","6","12","0.3871","1","1","0","0","2002-2003","colgate"
"Becky Irvine","F","Fr","31","8","3","11","0.3548","1","2","1","1","2002-2003","colgate"
"Kristy MacDonald","C","So","28","4","7","11","0.3929","0","0","0","0","2002-2003","colgate"
"Chelsey Rhodes","D","So","33","3","8","11","0.3333","0","2","0","1","2002-2003","colgate"
"Avery McGlenn","C","Jr","28","5","2","7","0.2500","3","0","0","0","2002-2003","colgate"
"Micki King","D","Fr","34","1","6","7","0.2059","0","1","0","0","2002-2003","colgate"
"Caitlin Hornyak","RW","Jr","34","2","3","5","0.1471","0","0","0","1","2002-2003","colgate"
"Kara Bachman","D","Fr","22","2","1","3","0.1364","0","0","0","1","2002-2003","colgate"
"Shelby Nelson","D","So","29","2","0","2","0.0690","1","0","0","0","2002-2003","colgate"
"Nicole Lehrhoff","RW","Sr","31","1","1","2","0.0645","0","0","0","0","2002-2003","colgate"
"Toby Mandel","D","Sr","34","1","1","2","0.0588","0","0","0","0","2002-2003","colgate"
"Abbie Webb","F/D","Jr","29","0","2","2","0.0690","0","0","0","0","2002-2003","colgate"
"Katie Breen","RW","Jr","34","0","0","0","0.0000","0","0","0","0","2002-2003","colgate"
"Rebecca Lahar","G","So","31","0","0","0","0.0000","0","0","0","0","2002-2003","colgate"
"Katie Koch","LW","Jr","6","0","0","0","0.0000","0","0","0","0","2002-2003","colgate"
"Lindsay Bourne","G","So","2","0","0","0","0.0000","0","0","0","0","2002-2003","colgate"
"Melanie Barclay","G","Fr","2","0","0","0","0.0000","0","0","0","0","2002-2003","colgate"
"Lori Marshall","D","Jr","30","0","0","0","0.0000","0","0","0","0","2002-2003","colgate"
"Katie Jacques","F","Sr","23","23","14","37","1.6087","5","6","3","1","2002-2003","concordia-mn"
"Lindsay Kurtis","F","Jr","23","15","18","33","1.4348","2","5","0","0","2002-2003","concordia-mn"
"Bridgette Richter","F","Fr","21","12","21","33","1.5714","3","4","3","0","2002-2003","concordia-mn"
"Christine Kleven","F","Sr","23","7","12","19","0.8261","0","0","0","0","2002-2003","concordia-mn"
"Sandra Rydén","D","Sr","23","6","13","19","0.8261","0","1","0","0","2002-2003","concordia-mn"
"Lindsay Czarnecki","C","So","23","10","6","16","0.6957","1","0","1","0","2002-2003","concordia-mn"
"Annie Knierim","F","Sr","21","8","2","10","0.4762","1","0","0","0","2002-2003","concordia-mn"
"Jenai Estrada","D","Jr","23","4","5","9","0.3913","0","3","0","0","2002-2003","concordia-mn"
"Sam Gunning","D","Fr","23","2","7","9","0.3913","0","0","0","0","2002-2003","concordia-mn"
"Emily Erickson","F","Fr","23","4","4","8","0.3478","1","0","0","0","2002-2003","concordia-mn"
"Miranda Koenig","F","Fr","23","4","2","6","0.2609","1","0","0","0","2002-2003","concordia-mn"
"Kate Anderson","C","Sr","21","3","3","6","0.2857","0","0","0","0","2002-2003","concordia-mn"
"Kali Palmer","D","Fr","23","2","4","6","0.2609","0","0","0","0","2002-2003","concordia-mn"
"Charity Hartzell","D","Jr","21","0","2","2","0.0952","0","0","0","0","2002-2003","concordia-mn"
"Grete Lee","D","Fr","17","0","1","1","0.0588","0","0","0","0","2002-2003","concordia-mn"
"Staci Nunn","F","Fr","3","0","0","0","0.0000","0","0","0","0","2002-2003","concordia-mn"
"Jenna Johnson","G","Fr","3","0","0","0","0.0000","0","0","0","0","2002-2003","concordia-mn"
"Missy Dassinger","F","So","21","0","0","0","0.0000","0","0","0","0","2002-2003","concordia-mn"
"Jamie Savage","G","So","8","0","0","0","0.0000","0","0","0","0","2002-2003","concordia-mn"
"Shyla Wilson","G","Sr","16","0","0","0","0.0000","0","0","0","0","2002-2003","concordia-mn"
"Britt Ringstrom","D","Fr","20","0","0","0","0.0000","0","0","0","0","2002-2003","concordia-mn"
"Sara Mahoney","F","Jr","35","11","5","16","0.4571","0","4","0","1","2002-2003","connecticut"
"Megan McLeod","F","So","34","6","10","16","0.4706","1","4","0","0","2002-2003","connecticut"
"Jacquelyn McGuire","F","So","35","5","11","16","0.4571","1","3","0","0","2002-2003","connecticut"
"Angie Wallace","F","So","35","6","6","12","0.3429","2","0","0","0","2002-2003","connecticut"
"Kimberly Berry","F","So","19","7","3","10","0.5263","2","1","0","0","2002-2003","connecticut"
"Tiffany Owens","F","So","35","3","6","9","0.2571","1","1","0","0","2002-2003","connecticut"
"Jill VanDam","F","Fr","34","4","4","8","0.2353","1","2","0","0","2002-2003","connecticut"
"Shannon Connolly","F","So","35","2","6","8","0.2286","0","1","0","0","2002-2003","connecticut"
"Janelle Armitage","F","Fr","35","3","4","7","0.2000","0","0","0","0","2002-2003","connecticut"
"Stefanie Snow","D","Jr","35","2","5","7","0.2000","1","1","0","0","2002-2003","connecticut"
"Laura Stosky","D","So","23","4","2","6","0.2609","2","1","0","0","2002-2003","connecticut"
"Caitlin Salazer-Reid","D","So","35","3","2","5","0.1429","0","1","0","0","2002-2003","connecticut"
"Jennifer Houlden","D","Fr","35","2","3","5","0.1429","0","1","0","0","2002-2003","connecticut"
"Allison Oropallo","F","So","21","0","2","2","0.0952","0","0","0","0","2002-2003","connecticut"
"Dani Aud","F","Fr","29","0","2","2","0.0690","0","0","0","0","2002-2003","connecticut"
"Erika Spaeth","F/D","So","35","0","2","2","0.0571","0","0","0","0","2002-2003","connecticut"
"Julie Marashio","F","So","35","0","1","1","0.0286","0","0","0","0","2002-2003","connecticut"
"Jen O'Connell","D","Fr","16","0","0","0","0.0000","0","0","0","0","2002-2003","connecticut"
"Kaitlyn Shain","G","Fr","14","0","0","0","0.0000","0","0","0","0","2002-2003","connecticut"
"Lisa Beck","D","So","34","0","0","0","0.0000","0","0","0","0","2002-2003","connecticut"
"Lauren O'Connor","F","So","32","0","0","0","0.0000","0","0","0","0","2002-2003","connecticut"
"Shannon Murphy","G","So","27","0","0","0","0.0000","0","0","0","0","2002-2003","connecticut"
"Caley Boyd","F/D","Sr","23","11","15","26","1.1304","1","3","0","0","2002-2003","connecticut-college"
"Kate Reardon","F","Fr","22","7","6","13","0.5909","1","1","0","0","2002-2003","connecticut-college"
"Suzie Connor","D","Fr","23","7","4","11","0.4783","0","1","0","0","2002-2003","connecticut-college"
"Laura Gosnell","D","Fr","23","4","7","11","0.4783","0","0","0","0","2002-2003","connecticut-college"
"Janet Hanson","F","Jr","23","4","6","10","0.4348","0","2","0","0","2002-2003","connecticut-college"
"Mallory Littman","F","Fr","23","2","7","9","0.3913","0","1","0","0","2002-2003","connecticut-college"
"Beth Landes","F","Jr","23","2","4","6","0.2609","0","1","0","0","2002-2003","connecticut-college"
"Erin Wing","D","Fr","23","1","4","5","0.2174","1","0","0","0","2002-2003","connecticut-college"
"Katie Roth","F","Fr","23","1","2","3","0.1304","0","0","0","0","2002-2003","connecticut-college"
"Natalie McEachern","D","Sr","22","0","2","2","0.0909","0","0","0","0","2002-2003","connecticut-college"
