"Name","Pos","Year","GP","G","A","Pts.","Pt/Gm","PEN","PIM","GWG","PPG","SHG","ENG","Season","Team"
"Amanda Gullickson","F","Fr","25","1","0","1","0.0400","7","14","0","0","0","0","2008-2009","augsburg"
"Carly Facchini","F","So","22","1","0","1","0.0455","6","12","0","0","0","0","2008-2009","augsburg"
"Toni Menth","G","Jr","23","0","0","0","0.0000","3","6","0","0","0","0","2008-2009","augsburg"
"Hillary Volkman","F","So","19","0","0","0","0.0000","3","6","0","0","0","0","2008-2009","augsburg"
"Annie Grossmann","F","Fr","25","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","augsburg"
"Jenna Marquardt","F","Fr","25","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","augsburg"
"Grace Edgar","G","So","8","0","0","0","0.0000","1","2","0","0","0","0","2008-2009","augsburg"
"Hayley Thomas","F","Fr","25","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","augsburg"
"Kelli Stack","F","Jr","35","23","36","59","1.6857","10","20","6","7","3","0","2008-2009","boston-college"
"Allie Thunstrom","F","Jr","36","19","23","42","1.1667","12","24","2","4","4","1","2008-2009","boston-college"
"Mary Restuccia","F","Fr","36","14","15","29","0.8056","21","42","3","4","1","1","2008-2009","boston-college"
"Danielle Welch","C","Fr","36","12","11","23","0.6389","7","14","4","3","0","1","2008-2009","boston-college"
"Meghan Fardelmann","F","Sr","36","12","8","20","0.5556","32","83","1","6","0","0","2008-2009","boston-college"
"Maggie Taverna","D","Sr","36","4","14","18","0.5000","11","22","1","2","1","1","2008-2009","boston-college"
"Becky Zavisza","F","Sr","36","6","11","17","0.4722","28","56","2","1","0","0","2008-2009","boston-college"
"Stephanie Olchowski","D","Sr","36","1","7","8","0.2222","29","58","0","0","0","0","2008-2009","boston-college"
"Katelyn Kurth","D","So","36","0","8","8","0.2222","23","46","0","0","0","0","2008-2009","boston-college"
"Andrea Green","F","Fr","32","4","3","7","0.2188","12","24","1","1","0","0","2008-2009","boston-college"
"Lauren Wiedmeier","F","Sr","36","4","2","6","0.1667","11","22","1","0","0","0","2008-2009","boston-college"
"Megan Shea","F","Fr","32","5","0","5","0.1563","3","6","1","1","0","0","2008-2009","boston-college"
"Shannon Webster","F","Sr","35","1","3","4","0.1143","8","27","0","0","0","0","2008-2009","boston-college"
"Colleen Harris","F","Sr","36","0","4","4","0.1111","11","22","0","0","0","0","2008-2009","boston-college"
"Tracy Johnson","D","Jr","21","1","2","3","0.1429","6","12","0","0","0","1","2008-2009","boston-college"
"Brie Baskin","D","Sr","34","0","3","3","0.0882","9","18","0","0","0","0","2008-2009","boston-college"
"Alison Szlosek","LW","Fr","35","1","1","2","0.0571","3","6","0","0","0","0","2008-2009","boston-college"
"Kristin Regan","D","Fr","36","0","2","2","0.0556","7","14","0","0","0","0","2008-2009","boston-college"
"Megan Keever","F","Jr","15","0","1","1","0.0667","1","2","0","0","0","0","2008-2009","boston-college"
"Molly Schaus","G","Jr","35","0","1","1","0.0286","0","0","0","0","0","0","2008-2009","boston-college"
"Amanda Rothschild","G","So","1","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","boston-college"
"Kiera Kingston","G","Fr","4","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","boston-college"
"Erin Cody","F","So","36","12","16","28","0.7778","16","35","2","5","2","0","2008-2009","bemidji-state"
"Erin Johnson","F","So","36","10","11","21","0.5833","0","0","1","5","1","0","2008-2009","bemidji-state"
"Annie Bauerfeld","F","So","36","8","13","21","0.5833","9","18","1","1","1","0","2008-2009","bemidji-state"
"Montana Vichorek","D","Fr","36","3","10","13","0.3611","18","36","0","2","0","0","2008-2009","bemidji-state"
"Kaylee Keys","F","Fr","36","4","5","9","0.2500","17","34","1","0","0","1","2008-2009","bemidji-state"
"Marlee Wheelhouse","F","Fr","36","3","5","8","0.2222","20","40","0","2","0","0","2008-2009","bemidji-state"
"Erin Babineau","F","Fr","36","3","3","6","0.1667","6","12","1","2","0","0","2008-2009","bemidji-state"
"Frances Dorr","F","Jr","36","2","4","6","0.1667","19","38","0","0","0","0","2008-2009","bemidji-state"
"Ashley Leopold","D","Sr","36","0","6","6","0.1667","14","28","0","0","0","0","2008-2009","bemidji-state"
"Nicole Rawlings","F","Jr","36","2","2","4","0.1111","7","14","0","0","0","0","2008-2009","bemidji-state"
"Jackie Robertson","D","Jr","36","1","3","4","0.1111","33","66","0","1","0","0","2008-2009","bemidji-state"
"Brooke Collins","D","Sr","36","1","3","4","0.1111","27","54","0","0","0","0","2008-2009","bemidji-state"
"Lexy Parenteau","D","Jr","36","1","3","4","0.1111","0","0","0","0","0","0","2008-2009","bemidji-state"
"Carissa Ketcher","F","So","21","1","1","2","0.0952","0","0","0","0","0","0","2008-2009","bemidji-state"
"Emily Erickson","F","Fr","5","0","2","2","0.4000","0","0","0","0","0","0","2008-2009","bemidji-state"
"Kimberly Lieder","F/D","Fr","33","0","2","2","0.0606","4","8","0","0","0","0","2008-2009","bemidji-state"
"Lauren Williams","F","Fr","35","0","1","1","0.0286","13","37","0","0","0","0","2008-2009","bemidji-state"
"Eva Schwaerzler","F","So","10","0","0","0","0.0000","1","2","0","0","0","0","2008-2009","bemidji-state"
"Brittany DeBoer","D","Fr","32","0","0","0","0.0000","1","2","0","0","0","0","2008-2009","bemidji-state"
"Monica Rawlings","F","Sr","35","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","bemidji-state"
"Alana McElhinney","G","Fr","7","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","bemidji-state"
"Zuzana Tomcikova","G","Fr","31","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","bemidji-state"
"Bethany Murphy","F","Sr","25","12","13","25","1.0000","13","26","3","2","0","0","2008-2009","bethel"
"Anna Carlson","D","Fr","24","3","18","21","0.8750","15","38","1","0","0","0","2008-2009","bethel"
"Sandra Felten","F","Sr","25","7","11","18","0.7200","16","32","2","5","1","0","2008-2009","bethel"
"Kassy Sullivan","F","So","25","6","6","12","0.4800","12","24","0","0","0","0","2008-2009","bethel"
"Olivia Paulseth","F","Fr","19","6","5","11","0.5789","6","12","1","3","0","0","2008-2009","bethel"
"Allison Papko","F","So","25","5","6","11","0.4400","5","10","1","2","0","0","2008-2009","bethel"
"Rachael Geng","D","Fr","25","3","7","10","0.4000","9","18","0","2","1","0","2008-2009","bethel"
"Jenna Bullock","F","Jr","25","3","4","7","0.2800","6","12","0","0","1","1","2008-2009","bethel"
"Kelsea Martalock","D","So","25","3","4","7","0.2800","7","14","0","1","0","0","2008-2009","bethel"
"Paige Lemieux","D","Fr","25","3","1","4","0.1600","3","6","0","1","0","0","2008-2009","bethel"
"Mikaela Mahoney","F","Fr","25","2","2","4","0.1600","18","36","0","1","1","0","2008-2009","bethel"
"Anna Baumgarten","F","Sr","21","2","0","2","0.0952","3","6","2","0","0","0","2008-2009","bethel"
"Misty Pirus","F","So","23","0","2","2","0.0870","1","2","0","0","0","0","2008-2009","bethel"
"Miriam Paas","F","Sr","24","1","0","1","0.0417","7","14","1","0","0","0","2008-2009","bethel"
"Beth Spurrier","G","Sr","22","0","1","1","0.0455","0","0","0","0","0","0","2008-2009","bethel"
"Emily Elder","D","So","5","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","bethel"
"Christina Stacey","F/D","Fr","8","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","bethel"
"Alysa Haslerud","F","Fr","25","0","0","0","0.0000","2","4","0","0","0","0","2008-2009","bethel"
"Haley Toter","F/D","Fr","22","0","0","0","0.0000","5","10","0","0","0","0","2008-2009","bethel"
"Sarah Salmon","F/D","Fr","5","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","bethel"
"Nicole Jones","G","Fr","3","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","bethel"
"Stephanie Van Guilder","D","So","25","0","0","0","0.0000","6","12","0","0","0","0","2008-2009","bethel"
"Alexandra Dereschuk","F","Fr","21","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","bethel"
"Jenelle Kohanchuk","F","Fr","28","15","16","31","1.1071","14","28","3","4","0","0","2008-2009","boston-university"
"Melissa Anderson","F","Jr","36","8","22","30","0.8333","28","64","2","2","0","0","2008-2009","boston-university"
"Gina Kearns","F","Sr","36","15","10","25","0.6944","8","16","4","5","3","0","2008-2009","boston-university"
"Jillian Kirchner","F","So","36","9","14","23","0.6389","7","14","1","4","0","0","2008-2009","boston-university"
"Lauren Cherewyk","F","So","36","13","8","21","0.5833","7","14","3","4","0","0","2008-2009","boston-university"
"Erin Seman","F","Sr","36","10","10","20","0.5556","21","42","1","1","0","0","2008-2009","boston-university"
"Sarah Russell","F","Sr","36","4","14","18","0.5000","7","14","2","3","0","0","2008-2009","boston-university"
"Tara Watchorn","D","Fr","36","6","10","16","0.4444","18","36","0","2","0","0","2008-2009","boston-university"
"Jonnie Bloemers","F","Jr","35","5","4","9","0.2571","12","24","1","0","0","0","2008-2009","boston-university"
"Holly Lorms","F","So","36","3","6","9","0.2500","15","30","0","0","1","1","2008-2009","boston-university"
"Sarah Appleton","D","Jr","36","1","8","9","0.2500","15","30","0","0","0","0","2008-2009","boston-university"
"Amanda Shaw","D","Sr","35","2","6","8","0.2286","7","14","1","2","0","0","2008-2009","boston-university"
"Caroline Bourdeau","F","Sr","36","1","6","7","0.1944","13","26","0","0","0","0","2008-2009","boston-university"
"Kasey Boucher","D","Fr","34","0","6","6","0.1765","2","4","0","0","0","0","2008-2009","boston-university"
"Laurel Koller","F","Sr","35","0","3","3","0.0857","14","28","0","0","0","0","2008-2009","boston-university"
"Carly Warren","D","Fr","30","1","1","2","0.0667","6","12","0","1","0","0","2008-2009","boston-university"
"Kelley Karnan","F","Sr","25","0","2","2","0.0800","2","4","0","0","0","0","2008-2009","boston-university"
"Jenn Arms","D","Jr","15","1","0","1","0.0667","4","8","0","0","0","0","2008-2009","boston-university"
"Nicki Wiart","F","Sr","5","1","0","1","0.2000","1","2","0","0","0","0","2008-2009","boston-university"
"Melissa Tetreau","F/D","Jr","35","0","1","1","0.0286","8","16","0","0","0","0","2008-2009","boston-university"
"Allyse Wilcox","G","Sr","24","0","0","0","0.0000","1","2","0","0","0","0","2008-2009","boston-university"
"Caitlin Reddy","D","Sr","11","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","boston-university"
"Melissa Haber","G","Jr","12","0","0","0","0.0000","1","2","0","0","0","0","2008-2009","boston-university"
"Ashley Leichliter","G","Jr","2","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","boston-university"
"Andrea Hunter","F","Jr","29","5","9","14","0.4828","7","14","0","3","0","0","2008-2009","brown"
"Jenna Dancewicz","F","So","29","8","5","13","0.4483","23","46","2","4","0","0","2008-2009","brown"
"Nicole Brown","F","Jr","29","6","5","11","0.3793","6","12","2","3","1","0","2008-2009","brown"
"Paige Pyett","D","Fr","29","3","5","8","0.2759","14","39","1","2","0","0","2008-2009","brown"
"Sasha Van Muyen","F","Jr","29","4","3","7","0.2414","18","36","0","2","0","0","2008-2009","brown"
"Erica Kromm","D","So","29","3","4","7","0.2414","12","24","2","2","0","0","2008-2009","brown"
"Maggie Suprey","F","So","18","2","5","7","0.3889","3","6","0","0","0","0","2008-2009","brown"
"Samantha Stortini","D","So","29","1","6","7","0.2414","10","20","0","1","0","0","2008-2009","brown"
"Erin Connors","F","Jr","29","1","4","5","0.1724","19","38","0","1","0","0","2008-2009","brown"
"Vika Mykolenko","F","Fr","26","1","3","4","0.1538","1","2","0","0","0","0","2008-2009","brown"
"Skyelar Siwak","D","Fr","22","2","1","3","0.1364","2","4","0","1","0","0","2008-2009","brown"
"Frances Male","F","Sr","28","1","2","3","0.1071","7","14","0","0","0","0","2008-2009","brown"
"Katelyn Landry","F","Fr","28","1","1","2","0.0714","2","4","0","0","0","0","2008-2009","brown"
"Savannah Smith","F","Sr","27","0","2","2","0.0741","13","26","0","0","0","0","2008-2009","brown"
"Jacquie Pierri","D","Fr","29","0","2","2","0.0690","19","38","0","0","0","0","2008-2009","brown"
"Leah Crabtree","F","Fr","14","1","0","1","0.0714","3","6","0","0","0","0","2008-2009","brown"
"Kath Surbey","D","Jr","23","1","0","1","0.0435","0","0","0","0","0","0","2008-2009","brown"
"Amanda Asay","F","Jr","15","0","1","1","0.0667","3","6","0","0","0","0","2008-2009","brown"
"Jaclyn Small","D","So","27","0","1","1","0.0370","9","18","0","0","0","0","2008-2009","brown"
"Nicole Stock","G","Sr","29","0","0","0","0.0000","1","2","0","0","0","0","2008-2009","brown"
"Joy Joung","G","So","2","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","brown"
"Macie Winship","D","So","7","0","0","0","0.0000","1","2","0","0","0","0","2008-2009","brown"
"Jenny Cedorchuk","D","Jr","26","0","0","0","0.0000","2","4","0","0","0","0","2008-2009","brown"
"Dominique Lozzi","F","Fr","23","14","6","20","0.8696","6","12","6","2","0","0","2008-2009","bowdoin"
"Jill Campbell","F","So","23","8","10","18","0.7826","21","42","1","3","1","0","2008-2009","bowdoin"
"Lindsay McNamara","F","Sr","20","7","9","16","0.8000","10","20","1","1","0","0","2008-2009","bowdoin"
"Katie Herter","F","Fr","20","8","4","12","0.6000","3","6","2","1","2","0","2008-2009","bowdoin"
"Maria Nicolais","D","Jr","23","5","7","12","0.5217","6","12","0","0","0","0","2008-2009","bowdoin"
"Shelagh Merrill","F","Fr","23","4","8","12","0.5217","7","14","0","0","2","0","2008-2009","bowdoin"
"Katherine Pokrass","F","Jr","23","4","6","10","0.4348","7","14","0","2","0","0","2008-2009","bowdoin"
"Scooter Walsh","F","Sr","23","1","8","9","0.3913","6","12","0","1","0","0","2008-2009","bowdoin"
"Sam Stewart","F/D","Sr","18","6","1","7","0.3889","1","2","0","1","0","0","2008-2009","bowdoin"
"Alexandra Fahey","F","Fr","23","2","5","7","0.3043","3","6","0","0","0","0","2008-2009","bowdoin"
"Alexandra Chlebeck","F","Fr","23","1","5","6","0.2609","15","30","0","0","0","0","2008-2009","bowdoin"
"Michaela Calnan","D","So","20","3","2","5","0.2500","6","12","0","1","0","0","2008-2009","bowdoin"
"Shana Natelson","D","Jr","23","1","4","5","0.2174","22","44","0","0","0","0","2008-2009","bowdoin"
"Chelsea Young","D","So","23","1","2","3","0.1304","9","18","0","0","0","0","2008-2009","bowdoin"
"Kendra Sweet","D","Fr","23","0","3","3","0.1304","5","10","0","0","0","0","2008-2009","bowdoin"
"Julia King","D","Sr","8","1","1","2","0.2500","1","2","1","0","0","0","2008-2009","bowdoin"
"Alex Ysasi","D","So","12","0","1","1","0.0833","5","10","0","0","0","0","2008-2009","bowdoin"
"Sage Santangelo","G","Fr","15","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","bowdoin"
"Molly Nestor","G","So","2","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","bowdoin"
"Emileigh Mercer","G","Sr","6","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","bowdoin"
"Emily Neilson","D","Fr","20","0","0","0","0.0000","17","34","0","0","0","0","2008-2009","bowdoin"
"Kelly Keebler","G","Jr","4","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","bowdoin"
"Christina Curtin","F","Fr","12","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","bowdoin"
"Bethany Croskey","F","So","2","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","bowdoin"
"Marie-Jo Gaudet","C","Sr","36","21","19","40","1.1111","12","24","2","4","0","1","2008-2009","clarkson"
"Britney Selina","C","Jr","36","10","27","37","1.0278","13","26","3","4","1","0","2008-2009","clarkson"
"Juana Baribeau","F","Fr","36","18","15","33","0.9167","14","28","2","4","0","0","2008-2009","clarkson"
"Melissa Waldie","LW","So","36","15","16","31","0.8611","13","26","5","7","1","1","2008-2009","clarkson"
"Genevieve Lavoie","RW","Jr","35","7","17","24","0.6857","0","0","2","4","0","0","2008-2009","clarkson"
"Kimberly McKenney","D","Sr","36","4","15","19","0.5278","19","38","1","3","0","1","2008-2009","clarkson"
"Carlee Eusepi","D","Jr","36","2","11","13","0.3611","5","10","0","2","0","0","2008-2009","clarkson"
"Kali Gillanders","F","Fr","35","4","4","8","0.2286","12","35","0","1","0","0","2008-2009","clarkson"
"Gabrielle Kosziwka","F","Fr","36","2","6","8","0.2222","4","8","0","0","0","0","2008-2009","clarkson"
"Danielle Boudreau","F","Fr","36","4","3","7","0.1944","8","16","0","1","0","0","2008-2009","clarkson"
"Daris Tendler","LW","So","35","2","5","7","0.2000","3","6","1","0","0","0","2008-2009","clarkson"
"Brittany Mulligan","F","Fr","22","2","4","6","0.2727","14","28","0","1","0","0","2008-2009","clarkson"
"Tegan Schroeder","D","Jr","33","1","5","6","0.1818","11","22","0","1","0","0","2008-2009","clarkson"
"Katelyn Ptolemy","D","Fr","36","0","6","6","0.1667","8","16","0","0","0","0","2008-2009","clarkson"
"Courtney O'Connor","D","Sr","33","0","3","3","0.0909","14","28","0","0","0","0","2008-2009","clarkson"
"Caitlin Oleksa","C","So","23","1","1","2","0.0870","0","0","0","0","0","0","2008-2009","clarkson"
"Courtney Olson","D","So","31","0","2","2","0.0645","0","0","0","0","0","0","2008-2009","clarkson"
"Ashleigh Moorehead","RW","Jr","33","1","0","1","0.0303","1","2","0","0","0","0","2008-2009","clarkson"
"Danielle Murmes","G","So","1","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","clarkson"
"Meg Omand","F","Fr","26","0","0","0","0.0000","1","2","0","0","0","0","2008-2009","clarkson"
"Eve Grandmont-Berube","G","So","10","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","clarkson"
"Laura Hart","RW","So","16","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","clarkson"
"Lauren Dahm","G","So","29","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","clarkson"
"Marissa McMullan","D","So","24","7","5","12","0.5000","12","24","1","2","0","0","2008-2009","buffalo-state"
"Gillian Toneguzzo","F","So","24","3","7","10","0.4167","11","22","0","2","0","0","2008-2009","buffalo-state"
"Brianna Murphy","F","Fr","22","5","3","8","0.3636","6","12","0","1","0","0","2008-2009","buffalo-state"
"Leah Knott","F","Fr","24","2","6","8","0.3333","10","20","0","1","0","0","2008-2009","buffalo-state"
"Casey Bull","F","Jr","21","3","3","6","0.2857","9","18","1","1","0","0","2008-2009","buffalo-state"
"Melissa Jeckovich","F","Sr","21","3","3","6","0.2857","8","16","0","0","0","0","2008-2009","buffalo-state"
"Christine Williams","F","Fr","13","1","4","5","0.3846","0","0","0","0","0","0","2008-2009","buffalo-state"
"Andrea Brunetta","D","Fr","11","2","2","4","0.3636","5","10","0","1","0","0","2008-2009","buffalo-state"
"Kristin Bozek","D","Jr","24","2","2","4","0.1667","17","34","0","1","0","0","2008-2009","buffalo-state"
"Katie Olejarski","F","So","24","2","1","3","0.1250","2","4","0","1","0","0","2008-2009","buffalo-state"
"Linda Evans","F","So","13","1","2","3","0.2308","2","4","0","0","0","0","2008-2009","buffalo-state"
"Mariah Fairgrieve","D","So","22","1","2","3","0.1364","27","62","0","1","0","0","2008-2009","buffalo-state"
"Alex Papineau","F","So","22","0","3","3","0.1364","15","30","0","0","0","0","2008-2009","buffalo-state"
"Tonya Ford","F","Jr","24","0","2","2","0.0833","4","8","0","0","0","0","2008-2009","buffalo-state"
"Kacie Olejarski","F","Fr","22","0","1","1","0.0455","3","6","0","0","0","0","2008-2009","buffalo-state"
"Kelsey Truran","D","Sr","11","0","1","1","0.0909","5","10","0","0","0","0","2008-2009","buffalo-state"
"Amanda Johnston","D","So","24","0","0","0","0.0000","7","14","0","0","0","0","2008-2009","buffalo-state"
"AJ Sliwinski","G","Fr","8","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","buffalo-state"
"Kelly Mendola","G","Fr","6","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","buffalo-state"
"Amanda Davenport","F","Fr","11","0","0","0","0.0000","2","4","0","0","0","0","2008-2009","buffalo-state"
"Alyssa Koniar","G","So","20","0","0","0","0.0000","0","0","0","0","0","0","2008-2009","buffalo-state"
"Amy Costa","F","So","26","10","2","12","0.4615","20","40","2","4","1","0","2008-2009","castleton"
"Adrianna Riggio","F","Jr","26","5","6","11","0.4231","0","0","1","1","0","0","2008-2009","castleton"
"Maryanne Diehm","F","Jr","26","5","6","11","0.4231","5","10","1","2","0","0","2008-2009","castleton"
"Kayla Twigge","D","Sr","26","3","8","11","0.4231","15","30","1","0","2","0","2008-2009","castleton"
"Kate Gray","F","So","24","4","5","9","0.3750","11","22","0","2","0","0","2008-2009","castleton"
"Laura Szwed","F","So","20","5","3","8","0.4000","2","4","0","2","0","0","2008-2009","castleton"
"Kaitlin Hayes","D","Fr","24","1","6","7","0.2917","20","40","0","0","0","0","2008-2009","castleton"
"Denise Cardello","F","Jr","22","3","2","5","0.2273","7","14","0","3","0","0","2008-2009","castleton"
"Meagan Hulbert","F/D","Fr","25","0","4","4","0.1600","4","8","0","0","0","0","2008-2009","castleton"
"Charl May","D","So","25","1","2","3","0.1200","31","62","1","0","0","0","2008-2009","castleton"
"Sterling Nelson","F","Fr","26","1","2","3","0.1154","1","2","0","1","0","0","2008-2009","castleton"
"Page O'Neill","F","So","26","1","2","3","0.1154","39","86","0","1","0","0","2008-2009","castleton"
