"Name","Pos","Year","GP","G","A","Pts.","Pt/Gm","PEN","PIM","GWG","PPG","SHG","ENG","Season","Team"
"Hayley Opperman","D","Sr","25","1","9","10","0.4000","6","12","0","0","0","0","2013-2014","amherst"
"Barrett McBride","F","Sr","20","3","6","9","0.4500","8","16","0","0","0","0","2013-2014","amherst"
"Sara Culhane","F","Fr","19","7","1","8","0.4211","2","4","1","1","0","0","2013-2014","amherst"
"Camille Herzog","D","Fr","25","0","5","5","0.2000","6","12","0","0","0","0","2013-2014","amherst"
"Anne Gillard","F","Jr","25","2","1","3","0.1200","0","0","0","0","0","1","2013-2014","amherst"
"Melissa Martin","D","Jr","25","1","2","3","0.1200","0","0","0","0","0","0","2013-2014","amherst"
"Caroline Bomstein","D","So","25","1","1","2","0.0800","4","8","0","0","0","0","2013-2014","amherst"
"Alison Ahn","F","Fr","25","0","2","2","0.0800","4","8","0","0","0","0","2013-2014","amherst"
"Audrey Duquette","F","Fr","25","0","1","1","0.0400","2","4","0","0","0","0","2013-2014","amherst"
"Avery Stone","F/D","Sr","25","0","0","0","0.0000","3","6","0","0","0","0","2013-2014","amherst"
"Kerri Stuart","G","Sr","19","0","0","0","0.0000","1","2","0","0","0","0","2013-2014","amherst"
"Yuna Evans","G","Fr","8","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","amherst"
"Molly Connolly","F","Fr","6","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","amherst"
"Haley Skarupa","F","So","33","25","16","41","1.2424","6","12","2","6","4","0","2013-2014","boston-college"
"Andie Anastos","F","Fr","37","14","21","35","0.9459","3","6","4","2","2","1","2013-2014","boston-college"
"Emily Field","F","Jr","37","14","18","32","0.8649","10","20","3","3","2","1","2013-2014","boston-college"
"Taylor Wasylk","F","Sr","37","12","18","30","0.8108","9","18","4","0","3","0","2013-2014","boston-college"
"Kate Leary","F","Jr","37","12","17","29","0.7838","12","24","1","2","0","1","2013-2014","boston-college"
"Dana Trivigno","F","So","33","12","16","28","0.8485","27","54","2","5","0","0","2013-2014","boston-college"
"Kristyn Capizzano","F","Fr","37","11","15","26","0.7027","6","12","3","3","0","0","2013-2014","boston-college"
"Emily Pfalzer","D","Jr","37","6","19","25","0.6757","7","14","1","1","0","0","2013-2014","boston-college"
"Melissa Bizzari","F","Sr","37","8","9","17","0.4595","6","12","3","2","1","0","2013-2014","boston-college"
"Lexi Bender","D","So","37","4","13","17","0.4595","17","34","1","2","0","0","2013-2014","boston-college"
"Haley McLean","F","Fr","37","4","10","14","0.3784","9","18","1","1","0","0","2013-2014","boston-college"
"Meagan Mangene","D","Sr","37","3","9","12","0.3243","6","12","1","2","0","0","2013-2014","boston-college"
"Kaliya Johnson","D","So","37","0","11","11","0.2973","15","30","0","0","0","0","2013-2014","boston-college"
"Danielle Doherty","F","Sr","36","3","4","7","0.1944","4","8","1","0","0","0","2013-2014","boston-college"
"Jackie Young","D","Sr","35","1","6","7","0.2000","10","20","0","0","0","0","2013-2014","boston-college"
"Corinne Boyles","G","Sr","33","0","1","1","0.0303","0","0","0","0","0","0","2013-2014","boston-college"
"Meghan Grieves","F","So","35","0","1","1","0.0286","5","10","0","0","0","0","2013-2014","boston-college"
"Steph Lemieux","F","Fr","13","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","boston-college"
"Megan Miller","G","Jr","5","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","boston-college"
"Erin Kickham","F","Jr","32","0","0","0","0.0000","2","4","0","0","0","0","2013-2014","boston-college"
"Lauren Wedell","D","Fr","25","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","boston-college"
"Julie Fish","F/D","Fr","7","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","boston-college"
"Kayla Fuechtmann","F","So","22","9","7","16","0.7273","4","8","0","3","0","1","2013-2014","augsburg"
"Claire Cripps","F","So","25","7","8","15","0.6000","11","33","0","1","0","1","2013-2014","augsburg"
"Callen Naasz","F","Fr","25","4","11","15","0.6000","12","24","0","0","1","1","2013-2014","augsburg"
"Darby Lindgren","F","Fr","25","8","5","13","0.5200","13","37","2","2","0","0","2013-2014","augsburg"
"Ashley Kloncz","F","Fr","25","7","5","12","0.4800","2","4","1","2","0","1","2013-2014","augsburg"
"Rachel Hennessy","F","Jr","25","9","1","10","0.4000","11","30","2","2","0","0","2013-2014","augsburg"
"Danielle Heitkamp","D","Fr","25","4","4","8","0.3200","0","0","1","1","0","0","2013-2014","augsburg"
"Kimmy Davis","F","Fr","13","3","3","6","0.4615","4","8","1","1","0","0","2013-2014","augsburg"
"Brenna Nakonechny","D","So","24","0","6","6","0.2500","8","27","0","0","0","0","2013-2014","augsburg"
"Savannah Seeger","F","Fr","25","2","1","3","0.1200","2","4","0","0","0","0","2013-2014","augsburg"
"Megan Bergland","F","So","25","1","2","3","0.1200","5","10","0","0","0","0","2013-2014","augsburg"
"Casey Miller","D","Jr","25","1","2","3","0.1200","2","4","0","0","0","0","2013-2014","augsburg"
"Kelsey Lyngdal","D","Fr","25","1","2","3","0.1200","9","18","0","1","0","0","2013-2014","augsburg"
"Abigail Dickinson","D","So","23","0","3","3","0.1304","4","8","0","0","0","0","2013-2014","augsburg"
"Kendall Christian","F","Jr","24","1","1","2","0.0833","16","32","1","0","0","0","2013-2014","augsburg"
"Karissa Haney","F","Fr","22","1","0","1","0.0455","1","2","1","0","0","0","2013-2014","augsburg"
"Ellie Schaaf","F","Jr","22","0","1","1","0.0455","3","6","0","0","0","0","2013-2014","augsburg"
"Sarah Buckner","D","So","25","0","1","1","0.0400","3","6","0","0","0","0","2013-2014","augsburg"
"Kristine Fonti","G","So","3","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","augsburg"
"Becca Freese","D","Fr","5","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","augsburg"
"Lauren Torborg","G","Fr","2","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","augsburg"
"Brianna Schulz","G","Jr","21","0","0","0","0.0000","1","2","0","0","0","0","2013-2014","augsburg"
"Samantha O'Brien","F","Fr","19","0","0","0","0.0000","1","2","0","0","0","0","2013-2014","augsburg"
"Brittany Fussy","G","So","2","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","augsburg"
"Kaitlyn Tougas","F","So","35","8","14","22","0.6286","9","29","1","0","3","1","2013-2014","bemidji-state"
"Tess Dusik","F","Sr","36","7","8","15","0.4167","11","33","1","0","2","0","2013-2014","bemidji-state"
"Ivana Bilic","D","So","30","3","10","13","0.4333","13","37","1","3","0","0","2013-2014","bemidji-state"
"Kristine Grenier","F","Jr","36","8","4","12","0.3333","15","30","3","3","0","0","2013-2014","bemidji-state"
"Alexandria Citrowske","F","Jr","35","5","7","12","0.3429","18","47","0","0","0","1","2013-2014","bemidji-state"
"Hanna Moher","F","So","36","7","4","11","0.3056","3","6","2","2","1","0","2013-2014","bemidji-state"
"Rachael Kelly","F","Jr","30","7","4","11","0.3667","15","41","1","5","0","0","2013-2014","bemidji-state"
"Lauren Miller","F","Fr","32","4","6","10","0.3125","27","76","0","1","0","0","2013-2014","bemidji-state"
"Madison Hutchinson","D","Fr","34","0","10","10","0.2941","5","10","0","0","0","0","2013-2014","bemidji-state"
"Stephanie Anderson","F","So","33","5","3","8","0.2424","12","35","1","1","1","0","2013-2014","bemidji-state"
"Allie Duellman","D","Sr","36","4","4","8","0.2222","6","12","0","1","0","0","2013-2014","bemidji-state"
"Whitney Wivoda","F","Jr","36","3","5","8","0.2222","2","4","0","0","0","0","2013-2014","bemidji-state"
"Alex Ehlert","D","Sr","35","0","5","5","0.1429","17","45","0","0","0","0","2013-2014","bemidji-state"
"Danielle Williams","D/F","Sr","35","1","3","4","0.1143","2","4","1","0","0","0","2013-2014","bemidji-state"
"Jenessa Philipczyk","F","Jr","34","2","0","2","0.0588","5","10","0","0","0","0","2013-2014","bemidji-state"
"Megan Lushanko","F","So","23","0","2","2","0.0870","2","4","0","0","0","0","2013-2014","bemidji-state"
"Brittni Mowat","G","Fr","33","0","1","1","0.0303","0","0","0","0","0","0","2013-2014","bemidji-state"
"Carley Esse","D","Fr","27","0","1","1","0.0370","1","2","0","0","0","0","2013-2014","bemidji-state"
"Kenzie Menzak","D","So","2","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","bemidji-state"
"Jessica Havel","G","Sr","6","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","bemidji-state"
"Kayleigh Chapman","D","Jr","31","0","0","0","0.0000","6","23","0","0","0","0","2013-2014","bemidji-state"
"Emily McKnight","F","Sr","36","0","0","0","0.0000","4","8","0","0","0","0","2013-2014","bemidji-state"
"Cristina Masten","F","Sr","26","20","15","35","1.3462","3","6","4","6","2","0","2013-2014","bethel"
"Lindsay Burman","F","Sr","26","12","22","34","1.3077","16","32","2","1","0","0","2013-2014","bethel"
"Kalie Johnson","F","Jr","26","8","22","30","1.1538","11","33","2","3","0","0","2013-2014","bethel"
"Kathryn Larson","F","Fr","26","12","16","28","1.0769","9","18","2","1","1","0","2013-2014","bethel"
"Caroline Kivisto","F","So","26","15","10","25","0.9615","1","2","2","3","0","0","2013-2014","bethel"
"Megan O'Brian","F","Fr","24","5","8","13","0.5417","11","22","2","2","0","0","2013-2014","bethel"
"Lauren Kolak","F","Fr","26","4","7","11","0.4231","8","16","1","2","0","0","2013-2014","bethel"
"Erin Harper","D","So","26","3","8","11","0.4231","10","20","1","1","0","0","2013-2014","bethel"
"Megan Niblock","D","Fr","26","0","6","6","0.2308","2","4","0","0","0","0","2013-2014","bethel"
"Karly Vohden","D","Fr","26","3","2","5","0.1923","1","2","1","3","0","0","2013-2014","bethel"
"Jill Larson","F","So","26","1","2","3","0.1154","4","8","0","0","0","0","2013-2014","bethel"
"Hannah Williams","D","Fr","26","0","2","2","0.0769","1","2","0","0","0","0","2013-2014","bethel"
"Renee Johnson","F","So","20","1","0","1","0.0500","0","0","0","0","0","0","2013-2014","bethel"
"Katy Polakoski","D","So","23","0","1","1","0.0435","2","4","0","0","0","0","2013-2014","bethel"
"Karissa Thomson","F","So","17","0","1","1","0.0588","3","6","0","0","0","0","2013-2014","bethel"
"Kelsey Johnston","D","So","18","0","0","0","0.0000","1","2","0","0","0","0","2013-2014","bethel"
"Caitlin Dantzscher","G","So","3","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","bethel"
"Mara Raymond","D","So","12","0","0","0","0.0000","2","4","0","0","0","0","2013-2014","bethel"
"Allison Linde","F","Sr","12","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","bethel"
"Alyssa Franz","D","So","16","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","bethel"
"Katie Scherer","F","Fr","16","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","bethel"
"Jessica Gapinski","F","So","24","0","0","0","0.0000","6","23","0","0","0","0","2013-2014","bethel"
"Erika Allen","G","So","23","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","bethel"
"Sarah Lefort","F","So","38","32","23","55","1.4474","28","56","8","5","0","3","2013-2014","boston-university"
"Louise Warren","F","Sr","38","27","19","46","1.2105","13","26","6","7","3","1","2013-2014","boston-university"
"Kaleigh Fratkin","D","Sr","38","4","26","30","0.7895","34","68","1","0","0","0","2013-2014","boston-university"
"Maddie Elia","F","Fr","38","13","15","28","0.7368","30","71","2","3","0","0","2013-2014","boston-university"
"Samantha Sutherland","F","Fr","38","5","19","24","0.6316","4","8","1","1","0","0","2013-2014","boston-university"
"Rebecca Russo","F","So","38","11","10","21","0.5526","1","2","2","5","2","0","2013-2014","boston-university"
"Lillian Ribeirinha-Braga","F","So","38","2","15","17","0.4474","6","12","0","1","0","0","2013-2014","boston-university"
"Jordan Juron","F","So","38","5","8","13","0.3421","4","8","0","0","0","0","2013-2014","boston-university"
"Taylor Holze","F","Sr","38","4","7","11","0.2895","6","12","1","0","0","0","2013-2014","boston-university"
"Sarah Steele","D","Fr","38","0","11","11","0.2895","3","6","0","0","0","0","2013-2014","boston-university"
"Kayla Tutino","F","Jr","14","4","6","10","0.7143","3","6","1","0","0","0","2013-2014","boston-university"
"Shannon Stoneburgh","D","Jr","38","0","7","7","0.1842","18","36","0","0","0","0","2013-2014","boston-university"
"Dakota Woodworth","F","So","38","2","4","6","0.1579","10","20","1","1","0","0","2013-2014","boston-university"
"Caroline Campbell","D","Sr","37","0","6","6","0.1622","21","42","0","0","0","0","2013-2014","boston-university"
"Sarah Bayersdorfer","F","Jr","38","2","2","4","0.1053","4","8","0","0","0","0","2013-2014","boston-university"
"Alexis Woloschuk","D","So","36","1","3","4","0.1111","4","8","1","0","0","0","2013-2014","boston-university"
"Natalie Flynn","F","Fr","38","0","3","3","0.0789","4","8","0","0","0","0","2013-2014","boston-university"
"Meghan Riggs","F","Sr","38","0","2","2","0.0526","1","2","0","0","0","0","2013-2014","boston-university"
"Diana Bennett","D","So","26","1","0","1","0.0385","1","2","0","1","0","0","2013-2014","boston-university"
"Kerrin Sperry","G","Sr","33","0","1","1","0.0303","2","4","0","0","0","0","2013-2014","boston-university"
"Victoria Hanson","G","Fr","6","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","boston-university"
"Sarah Robson","F","Jr","29","5","9","14","0.4828","13","26","0","0","0","0","2013-2014","brown"
"Janice Yang","F","Jr","29","7","5","12","0.4138","6","12","0","1","0","1","2013-2014","brown"
"Kaitlyn Keon","F","Jr","29","5","6","11","0.3793","7","14","2","1","0","0","2013-2014","brown"
"Erin Conway","F","Fr","25","3","8","11","0.4400","5","10","0","1","0","0","2013-2014","brown"
"Jessica Hoyle","F","Sr","29","6","4","10","0.3448","5","10","0","0","1","0","2013-2014","brown"
"Ariana Rucker","F","So","28","5","1","6","0.2143","3","6","0","1","0","0","2013-2014","brown"
"Brittany Moorehead","F","Jr","29","1","4","5","0.1724","3","6","0","0","0","0","2013-2014","brown"
"Lauren Vella","F","Jr","29","1","4","5","0.1724","16","32","0","0","0","0","2013-2014","brown"
"Kelly Kittredge","D","Sr","28","0","5","5","0.1786","8","16","0","0","0","0","2013-2014","brown"
"Jennifer Nedow","D","Sr","26","1","3","4","0.1538","4","8","0","1","0","0","2013-2014","brown"
"Catherine LeBoeuf","D","Fr","29","2","1","3","0.1034","5","10","0","1","0","0","2013-2014","brown"
"Maddie Woo","F","Fr","29","2","1","3","0.1034","7","14","1","2","0","1","2013-2014","brown"
"Monica Masucci","F","So","29","2","1","3","0.1034","3","6","1","0","0","0","2013-2014","brown"
"Vanessa Welten","F","Sr","29","1","2","3","0.1034","8","16","0","0","0","0","2013-2014","brown"
"Hunter Davis","D","So","29","0","3","3","0.1034","2","4","0","0","0","0","2013-2014","brown"
"Samantha Woodward","F","Sr","28","0","3","3","0.1071","7","14","0","0","0","0","2013-2014","brown"
"Alli Rolandelli","D","So","23","1","0","1","0.0435","3","6","0","0","0","0","2013-2014","brown"
"Kelly Micholson","D","So","25","0","0","0","0.0000","5","10","0","0","0","0","2013-2014","brown"
"Micaela Ross","G","So","1","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","brown"
"Aubree Moore","G","Sr","28","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","brown"
"Monica Elvin","G","Fr","2","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","brown"
"Lauren Zary","F","So","2","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","brown"
"Kara Goodwin","F","Jr","26","16","6","22","0.8462","8","16","1","5","0","0","2013-2014","buffalo-state"
"Nikki Kirchberger","F","So","26","9","10","19","0.7308","32","75","0","2","0","0","2013-2014","buffalo-state"
"Jeyna Minnick","F","Jr","25","4","5","9","0.3600","12","24","0","0","0","0","2013-2014","buffalo-state"
"Melissa Ash","F","Sr","22","2","5","7","0.3182","9","18","1","1","0","0","2013-2014","buffalo-state"
"Jackie Madison","F","So","22","1","3","4","0.1818","7","14","0","1","0","0","2013-2014","buffalo-state"
"Morgan Haettich","F","Fr","26","1","3","4","0.1538","3","6","0","0","0","0","2013-2014","buffalo-state"
"Alison Mish","F","So","26","0","4","4","0.1538","16","32","0","0","0","0","2013-2014","buffalo-state"
"Megan Niesyty","F","Fr","26","2","1","3","0.1154","5","10","1","0","0","0","2013-2014","buffalo-state"
"Kendra Peters","D","So","26","0","2","2","0.0769","12","24","0","0","0","0","2013-2014","buffalo-state"
"Christina Zandri","F","Jr","14","0","1","1","0.0714","3","6","0","0","0","0","2013-2014","buffalo-state"
"Heather Neuburger","D","Fr","26","0","1","1","0.0385","7","14","0","0","0","0","2013-2014","buffalo-state"
"Jordan Lee","G","Sr","23","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","buffalo-state"
"Dakota Broderick","D","So","9","0","0","0","0.0000","4","8","0","0","0","0","2013-2014","buffalo-state"
"Emily Cornett","F","Sr","10","0","0","0","0.0000","8","16","0","0","0","0","2013-2014","buffalo-state"
"Kathleen Ruggiero","F","Fr","7","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","buffalo-state"
"Sarah Quigley","G","So","7","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","buffalo-state"
"Ariana Bourque","F","So","25","9","10","19","0.7600","4","8","2","3","0","0","2013-2014","bowdoin"
"Rachel Kennedy","F","So","24","8","9","17","0.7083","3","6","0","2","0","0","2013-2014","bowdoin"
"Schuyler Nardelli","F","Jr","27","7","10","17","0.6296","13","26","2","1","0","0","2013-2014","bowdoin"
"Chelsea MacNeil","F","Jr","27","11","4","15","0.5556","9","21","1","4","0","0","2013-2014","bowdoin"
"Madeline Lane","D","Sr","27","4","11","15","0.5556","9","18","1","4","0","0","2013-2014","bowdoin"
"Mallory Andrews","F","Sr","27","4","9","13","0.4815","3","6","2","1","0","0","2013-2014","bowdoin"
"Colleen Finnerty","F","Jr","24","6","6","12","0.5000","14","28","3","2","0","0","2013-2014","bowdoin"
"Jessica Bowen","F","Fr","27","2","6","8","0.2963","3","6","1","2","0","0","2013-2014","bowdoin"
"Emily Tang","D","Sr","27","2","5","7","0.2593","14","28","0","1","0","0","2013-2014","bowdoin"
"Marne Gallant","D","Fr","25","1","3","4","0.1600","10","20","0","0","0","0","2013-2014","bowdoin"
"Aliya Feroe","F","Fr","27","0","4","4","0.1481","1","2","0","0","0","0","2013-2014","bowdoin"
"Maddy Hall","F","Fr","27","2","1","3","0.1111","0","0","1","0","0","0","2013-2014","bowdoin"
"Maddie Baird","F","Jr","19","2","1","3","0.1579","6","12","0","0","0","0","2013-2014","bowdoin"
"Kimmy Ganong","D","Fr","24","0","3","3","0.1250","3","6","0","0","0","0","2013-2014","bowdoin"
"Maura Allen","D","Sr","27","0","1","1","0.0370","7","14","0","0","0","0","2013-2014","bowdoin"
"Beth Findley","G","So","12","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","bowdoin"
"Lan Crofton","G","Fr","17","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","bowdoin"
"Jamie Ptacek","D","Fr","27","0","0","0","0.0000","2","4","0","0","0","0","2013-2014","bowdoin"
"Olivia Rotenberg","F","Sr","24","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","bowdoin"
"Jessica Kistabish","F","Fr","25","16","8","24","0.9600","9","18","5","5","1","0","2013-2014","canton"
"Karley Cree","F","So","25","12","12","24","0.9600","37","74","1","1","1","0","2013-2014","canton"
"Dana Morrison","D","Fr","25","4","7","11","0.4400","18","36","1","0","2","0","2013-2014","canton"
"Bernadette O'Connell","F","Fr","22","6","1","7","0.3182","14","28","0","1","0","1","2013-2014","canton"
"Lora Ardoin","F","Fr","23","2","3","5","0.2174","8","16","0","0","1","1","2013-2014","canton"
"Abbey Diabo","D","Fr","25","2","3","5","0.2000","25","50","0","1","0","0","2013-2014","canton"
"Rhea Coad","F","Fr","17","1","3","4","0.2353","7","14","1","0","0","0","2013-2014","canton"
"Tia Mitchell","F","Fr","25","2","1","3","0.1200","7","14","0","1","0","1","2013-2014","canton"
"Caroline Mundy","D","Fr","25","1","2","3","0.1200","14","31","0","0","0","0","2013-2014","canton"
"Maddy Hetman","F","Fr","25","1","1","2","0.0800","1","2","0","0","0","0","2013-2014","canton"
"Devyn Hutcheson","D","So","13","0","2","2","0.1538","8","16","0","0","0","0","2013-2014","canton"
"Olga Russell","F","Fr","19","1","0","1","0.0526","9","26","0","0","0","0","2013-2014","canton"
"Keri Dempsey","D","So","12","0","0","0","0.0000","4","8","0","0","0","0","2013-2014","canton"
"Caty Darling","D","Jr","25","0","0","0","0.0000","5","10","0","0","0","0","2013-2014","canton"
"Steph Kushnir","F","So","18","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","canton"
"Shayna Dominique","G","Fr","25","0","0","0","0.0000","2","4","0","0","0","0","2013-2014","canton"
"Becca Kieffer","G","Fr","2","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","canton"
"Ally Altschuler","G","So","1","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","canton"
"Nicoline Jensen","F","So","28","15","19","34","1.2143","0","0","2","1","0","1","2013-2014","castleton"
"Anna Daniels","F","So","28","14","17","31","1.1071","5","10","2","1","3","1","2013-2014","castleton"
"Lisa Kilroy","F","Fr","28","10","15","25","0.8929","0","0","1","3","0","1","2013-2014","castleton"
"BriAnna Narodowy","F","Jr","28","8","7","15","0.5357","1","2","2","4","0","0","2013-2014","castleton"
"Rachel Bombardier","F","So","28","6","8","14","0.5000","13","26","3","4","0","0","2013-2014","castleton"
"Samantha Pion","D","So","28","6","6","12","0.4286","12","24","2","1","0","0","2013-2014","castleton"
"Taylor Steadman","F","So","17","6","3","9","0.5294","1","2","1","3","0","0","2013-2014","castleton"
"Hannah Wright","D","Fr","28","0","9","9","0.3214","5","10","0","0","0","0","2013-2014","castleton"
"Kimberly Gosselin","F","Fr","28","1","7","8","0.2857","4","8","0","0","0","0","2013-2014","castleton"
"Lisa Buratynski","D","Fr","28","1","6","7","0.2500","8","16","0","1","0","0","2013-2014","castleton"
"Allison Howard","F","Sr","28","3","3","6","0.2143","6","12","0","0","0","1","2013-2014","castleton"
"Michelle Baillargeon","F","Fr","27","2","3","5","0.1852","4","8","1","1","0","0","2013-2014","castleton"
"Taylor Skelton","F","Jr","28","2","2","4","0.1429","1","2","0","1","1","0","2013-2014","castleton"
"Emily Raber","D","Fr","28","0","4","4","0.1429","10","20","0","0","0","0","2013-2014","castleton"
"Sabrina Hosner","D","Fr","28","1","2","3","0.1071","0","0","1","0","0","0","2013-2014","castleton"
"Jessica Spidle","F","Jr","24","2","0","2","0.0833","6","12","1","0","0","0","2013-2014","castleton"
"Samantha McNeil","D","Jr","28","0","2","2","0.0714","2","4","0","0","0","0","2013-2014","castleton"
"Molly Howard","F","Jr","28","0","1","1","0.0357","6","12","0","0","0","0","2013-2014","castleton"
"Rachael Brazil","G","Fr","2","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","castleton"
"Paula Stephens","G","Jr","24","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","castleton"
"Ashley Pelkey","F","Fr","6","0","0","0","0.0000","1","2","0","0","0","0","2013-2014","castleton"
"Jess Cameron","G","So","7","0","0","0","0.0000","0","0","0","0","0","0","2013-2014","castleton"
"Alyssa Brandland","F","Fr","10","0","0","0","0.0000","4","8","0","0","0","0","2013-2014","castleton"
"Jamie Lee Rattray","F","Sr","41","29","37","66","1.6098","21","53","5","10","1","4","2013-2014","clarkson"
"Erin Ambrose","D","So","37","14","36","50","1.3514","11","22","3","6","0","0","2013-2014","clarkson"
"Brittany Styner","F","Sr","41","14","34","48","1.1707","13","26","1","3","0","0","2013-2014","clarkson"
"Carly Mercer","F","Sr","41","14","31","45","1.0976","10","20","5","5","0","0","2013-2014","clarkson"
"Vanessa Gagnon","F","Sr","36","18","15","33","0.9167","19","60","5","2","1","1","2013-2014","clarkson"
"Geneviève Bannon","F","FR","41","10","17","27","0.6585","7","14","0","3","0","1","2013-2014","clarkson"
"Shannon MacAulay","F","So","39","13","11","24","0.6154","19","38","3","5","0","1","2013-2014","clarkson"
"Olivia Howe","F","So","41","9","15","24","0.5854","0","0","4","0","0","1","2013-2014","clarkson"
"Cayley Mercer","F","So","41","3","19","22","0.5366","7","14","2","2","0","0","2013-2014","clarkson"
"Vanessa Plante","D","Sr","41","3","18","21","0.5122","17","37","0","0","0","0","2013-2014","clarkson"
