"Name","Pos","Year","GP","G","A","Pts.","Pt/Gm","GWG","PPG","SHG","ENG","Season","Team"
"Julien Olson","D","So","24","2","4","6","0.2500","0","1","0","0","2005-2006","bethel"
"Amy Stroman","F/D","Jr","24","1","2","3","0.1250","0","1","0","0","2005-2006","bethel"
"Amie Lorence","D","So","24","0","3","3","0.1250","0","0","0","0","2005-2006","bethel"
"Sarah Worch","D","So","24","0","3","3","0.1250","0","0","0","0","2005-2006","bethel"
"Miriam Paas","F","Fr","14","2","0","2","0.1429","1","0","0","0","2005-2006","bethel"
"Kaylene Carpenter","F/D","Fr","23","0","1","1","0.0435","0","0","0","0","2005-2006","bethel"
"Natalie Gartner","F","","16","0","1","1","0.0625","0","0","0","0","2005-2006","bethel"
"Cassandra Barton","F","Jr","18","0","1","1","0.0556","0","0","0","0","2005-2006","bethel"
"Jean-Marie Paul","D","Jr","18","0","0","0","0.0000","0","0","0","0","2005-2006","bethel"
"Hannah Carlson","F","So","14","0","0","0","0.0000","0","0","0","0","2005-2006","bethel"
"Sherah Baumgarten","G","Jr","2","0","0","0","0.0000","0","0","0","0","2005-2006","bethel"
"Kristen Studioso","F/D","Fr","13","0","0","0","0.0000","0","0","0","0","2005-2006","bethel"
"Kelly Moriarty","G","So","2","0","0","0","0.0000","0","0","0","0","2005-2006","bethel"
"Anne Gilbertson","F","Sr","18","0","0","0","0.0000","0","0","0","0","2005-2006","bethel"
"Beth Spurrier","G","Fr","20","0","0","0","0.0000","0","0","0","0","2005-2006","bethel"
"Katie Forney","F","Jr","27","16","21","37","1.3704","2","4","0","0","2005-2006","bowdoin"
"Meghan Gillis","F","Jr","27","16","19","35","1.2963","2","2","1","0","2005-2006","bowdoin"
"Kristen Cameron","F","So","27","12","20","32","1.1852","3","3","0","0","2005-2006","bowdoin"
"Katie Coyne","F","So","27","15","14","29","1.0741","2","4","0","0","2005-2006","bowdoin"
"Beth Battin","F","Fr","27","10","11","21","0.7778","0","2","0","0","2005-2006","bowdoin"
"Jayme Woogerd","F","Jr","27","8","13","21","0.7778","3","1","1","0","2005-2006","bowdoin"
"Scooter Walsh","F","Fr","27","6","11","17","0.6296","0","1","0","0","2005-2006","bowdoin"
"Kate Leonard","F","Jr","23","6","10","16","0.6957","0","0","0","0","2005-2006","bowdoin"
"Kelsey Wilcox","F","Sr","24","4","11","15","0.6250","1","0","1","0","2005-2006","bowdoin"
"Meghan Tanguay","F","Jr","25","3","12","15","0.6000","1","1","0","0","2005-2006","bowdoin"
"Sam Stewart","F/D","Fr","17","5","8","13","0.7647","0","2","0","0","2005-2006","bowdoin"
"Caroline Currie","F","So","27","7","5","12","0.4444","1","0","1","0","2005-2006","bowdoin"
"Lydia Hawkins","D","Jr","27","5","4","9","0.3333","1","2","0","0","2005-2006","bowdoin"
"Rebecca Selden","D","Sr","27","2","6","8","0.2963","0","0","0","0","2005-2006","bowdoin"
"Julia King","D","Fr","25","3","4","7","0.2800","1","1","0","0","2005-2006","bowdoin"
"Kat Popoff","D","So","27","0","3","3","0.1111","0","0","0","0","2005-2006","bowdoin"
"Nicki Young","F","Sr","6","0","1","1","0.1667","0","0","0","0","2005-2006","bowdoin"
"Emileigh Mercer","G","Fr","17","0","0","0","0.0000","0","0","0","0","2005-2006","bowdoin"
"Lindsay McNamara","F","Fr","1","0","0","0","0.0000","0","0","0","0","2005-2006","bowdoin"
"Cat MacEachern","G","Sr","12","0","0","0","0.0000","0","0","0","0","2005-2006","bowdoin"
"Mary Cohen","D","So","23","2","10","12","0.5217","1","2","0","0","2005-2006","buffalo-state"
"Jamie Overbeck","F","Jr","21","5","3","8","0.3810","2","3","0","0","2005-2006","buffalo-state"
"Melissa Jeckovich","F","Fr","23","5","3","8","0.3478","0","2","0","0","2005-2006","buffalo-state"
"Jessica Thieme","F","So","22","2","6","8","0.3636","0","0","0","0","2005-2006","buffalo-state"
"Nicole Muszynski","F","Fr","11","3","4","7","0.6364","2","1","0","0","2005-2006","buffalo-state"
"Amanda Uschold","F","Sr","23","5","1","6","0.2609","1","3","0","1","2005-2006","buffalo-state"
"Samantha Simpson","D","Fr","23","3","3","6","0.2609","1","2","0","0","2005-2006","buffalo-state"
"Leah Eyerman","F","So","23","2","3","5","0.2174","0","0","0","0","2005-2006","buffalo-state"
"Abby Greenbaum","F","Fr","11","2","3","5","0.4545","0","1","1","0","2005-2006","buffalo-state"
"Linda Mleczko","D","So","22","1","4","5","0.2273","0","0","0","0","2005-2006","buffalo-state"
"Jackie Blanchard","F","So","23","1","4","5","0.2174","0","1","0","0","2005-2006","buffalo-state"
"Sara Sharp","F","Fr","3","0","3","3","1.0000","0","0","0","0","2005-2006","buffalo-state"
"Mal Nutting","D","Jr","22","1","1","2","0.0909","0","0","0","0","2005-2006","buffalo-state"
"Kelsey Truran","D","Fr","23","1","1","2","0.0870","0","0","0","0","2005-2006","buffalo-state"
"Desiree Berger","D","So","21","0","1","1","0.0476","0","0","0","0","2005-2006","buffalo-state"
"Jennifer Trees","D","Sr","23","0","1","1","0.0435","0","0","0","0","2005-2006","buffalo-state"
"Nicole Bennett","D","So","18","0","1","1","0.0556","0","0","0","0","2005-2006","buffalo-state"
"Meredith Larsen","G","So","5","0","0","0","0.0000","0","0","0","0","2005-2006","buffalo-state"
"Niki Cavillo","D","Fr","11","0","0","0","0.0000","0","0","0","0","2005-2006","buffalo-state"
"Rachel Bennett","G","Sr","10","0","0","0","0.0000","0","0","0","0","2005-2006","buffalo-state"
"Sarah Kelly","F","So","22","0","0","0","0.0000","0","0","0","0","2005-2006","buffalo-state"
"Shannon Anesetti","G","So","11","0","0","0","0.0000","0","0","0","0","2005-2006","buffalo-state"
"Nicole Jewell","D","Sr","2","0","0","0","0.0000","0","0","0","0","2005-2006","buffalo-state"
"Courtney Wagner","D","Jr","19","0","0","0","0.0000","0","0","0","0","2005-2006","buffalo-state"
"Jennifer Quimby","C","So","14","3","2","5","0.3571","0","0","0","0","2005-2006","chatham"
"Abby Greenbaum","F/D","So","2","2","2","4","2.0000","0","0","1","0","2005-2006","chatham"
"Krystal Kelly","F","Fr","16","1","3","4","0.2500","0","0","0","0","2005-2006","chatham"
"Kristin O'Neill","F/D","Fr","14","1","2","3","0.2143","0","0","0","0","2005-2006","chatham"
"Megan Dovell","F/D","Fr","16","1","2","3","0.1875","0","0","0","0","2005-2006","chatham"
"Erika Derr","W","So","4","1","0","1","0.2500","0","1","0","0","2005-2006","chatham"
"Sarah Scheckner","F","Sr","16","1","0","1","0.0625","0","0","0","0","2005-2006","chatham"
"Sarah Wilkie","W","So","15","0","1","1","0.0667","0","0","0","0","2005-2006","chatham"
"Christina Kunz","D","Jr","16","0","1","1","0.0625","0","0","0","0","2005-2006","chatham"
"Katana Bosetti","D","Fr","6","0","0","0","0.0000","0","0","0","0","2005-2006","chatham"
"Sara Mayo","F","Fr","16","0","0","0","0.0000","0","0","0","0","2005-2006","chatham"
"Olivia Langguth","D","Jr","4","0","0","0","0.0000","0","0","0","0","2005-2006","chatham"
"Lauren Albert","G","So","7","0","0","0","0.0000","0","0","0","0","2005-2006","chatham"
"Erin Lacey","D","Fr","4","0","0","0","0.0000","0","0","0","0","2005-2006","chatham"
"Sirena Enright","G","Jr","14","0","0","0","0.0000","0","0","0","0","2005-2006","chatham"
"Rachel Przybylowski","F","Fr","16","0","0","0","0.0000","0","0","0","0","2005-2006","chatham"
"Jayne-Frances Patton","F","Fr","6","0","0","0","0.0000","0","0","0","0","2005-2006","chatham"
"Hayley Moore","F","So","33","25","18","43","1.3030","5","2","3","0","2005-2006","brown"
"Keaton Zucker","F","Sr","33","15","18","33","1.0000","1","8","1","0","2005-2006","brown"
"Margaret Ramsay","F","Sr","33","9","5","14","0.4242","2","3","0","0","2005-2006","brown"
"Rylee Olewinski","F","So","33","5","9","14","0.4242","2","1","0","0","2005-2006","brown"
"Kathryn Moos","D","Jr","29","3","11","14","0.4828","1","2","0","0","2005-2006","brown"
"Myria Heinhuis","D","Sr","33","1","13","14","0.4242","1","0","0","0","2005-2006","brown"
"Ashlee Drover","D","Sr","33","2","11","13","0.3939","1","1","0","0","2005-2006","brown"
"Frances Male","F","Fr","33","4","7","11","0.3333","1","2","0","0","2005-2006","brown"
"Savannah Smith","F","Fr","33","3","7","10","0.3030","0","0","0","0","2005-2006","brown"
"Lindsey Glennon","F","Sr","20","0","4","4","0.2000","0","0","0","0","2005-2006","brown"
"Lauren Deeb","D","Jr","29","0","4","4","0.1379","0","0","0","0","2005-2006","brown"
"Kim McManus","F","Fr","33","2","1","3","0.0909","1","1","0","0","2005-2006","brown"
"Heather Lane","F/D","So","33","2","0","2","0.0606","0","2","0","0","2005-2006","brown"
"Merryl Edington-Hryb","F","Fr","33","0","2","2","0.0606","0","0","0","0","2005-2006","brown"
"Lindsay Wilde","F","Fr","33","0","2","2","0.0606","0","0","0","0","2005-2006","brown"
"Nicole Stock","G","Fr","11","0","1","1","0.0909","0","0","0","0","2005-2006","brown"
"Stacy Silverman","G","So","7","0","0","0","0.0000","0","0","0","0","2005-2006","brown"
"Ann Brophy","F/D","Jr","33","0","0","0","0.0000","0","0","0","0","2005-2006","brown"
"Emilie Bydwell","D","So","33","0","0","0","0.0000","0","0","0","0","2005-2006","brown"
"Macey Roberge","D","Fr","13","0","0","0","0.0000","0","0","0","0","2005-2006","brown"
"Morgan Hanrahan","D","Fr","32","0","0","0","0.0000","0","0","0","0","2005-2006","brown"
"O'Hara Shipe","G","So","22","0","0","0","0.0000","0","0","0","0","2005-2006","brown"
"Steph Purinton","F","So","25","5","12","17","0.6800","1","2","1","0","2005-2006","castleton"
"Katelyn Greene","F","Fr","24","8","8","16","0.6667","1","3","3","0","2005-2006","castleton"
"Jennifer Saitta","F","Fr","23","8","8","16","0.6957","2","3","0","0","2005-2006","castleton"
"Halley Grabarz","F","Sr","24","7","7","14","0.5833","0","2","0","0","2005-2006","castleton"
"Danielle Woodruff","F","Sr","25","5","7","12","0.4800","0","1","0","0","2005-2006","castleton"
"Kali Gagne","D","So","25","4","5","9","0.3600","1","1","0","0","2005-2006","castleton"
"Kayla Twigge","D","Fr","25","3","5","8","0.3200","1","2","1","0","2005-2006","castleton"
"Kate Coniglio","D","Sr","25","2","3","5","0.2000","1","1","0","0","2005-2006","castleton"
"Kylie Ammel","F","Sr","5","2","3","5","1.0000","0","1","0","0","2005-2006","castleton"
"Ashley Whitehouse","F","Fr","11","1","4","5","0.4545","0","1","0","0","2005-2006","castleton"
"Beth Iamondo","D","So","25","0","4","4","0.1600","0","0","0","0","2005-2006","castleton"
"Connie Wolfe","F","So","9","1","1","2","0.2222","0","0","0","0","2005-2006","castleton"
"Rachel Dunn","G","So","2","0","0","0","0.0000","0","0","0","0","2005-2006","castleton"
"Kaleigh Peterson","F","Fr","5","0","0","0","0.0000","0","0","0","0","2005-2006","castleton"
"Vanessa Carter","G","So","25","0","0","0","0.0000","0","0","0","0","2005-2006","castleton"
"Bailey Emilo","F","Fr","1","0","0","0","0.0000","0","0","0","0","2005-2006","castleton"
"Ashley Shaidle","LW","Jr","37","17","14","31","0.8378","5","7","0","0","2005-2006","clarkson"
"Brooke Beazer","C","So","37","8","16","24","0.6486","2","4","0","0","2005-2006","clarkson"
"Micheleen Devine","C","Fr","37","12","5","17","0.4595","1","1","1","0","2005-2006","clarkson"
"Marie-Jo Gaudet","C","Fr","37","9","6","15","0.4054","2","2","0","0","2005-2006","clarkson"
"Jessica Cloutier","RW","So","37","7","7","14","0.3784","3","3","0","0","2005-2006","clarkson"
"Christine Bailkowski","D","Jr","37","5","9","14","0.3784","1","1","0","0","2005-2006","clarkson"
"Lindsay Williams","LW","Jr","37","3","11","14","0.3784","1","1","1","0","2005-2006","clarkson"
"Katie Morrison","D","So","28","3","10","13","0.4643","2","1","0","0","2005-2006","clarkson"
"Kimberly McKenney","D","Fr","37","3","9","12","0.3243","1","2","0","0","2005-2006","clarkson"
"Sophie Doyon","D","Fr","35","1","9","10","0.2857","1","1","0","0","2005-2006","clarkson"
"Amanda Dittmer","C","So","34","3","5","8","0.2353","1","1","0","0","2005-2006","clarkson"
"Melissa Marshall","LW","Jr","35","4","3","7","0.2000","2","0","0","0","2005-2006","clarkson"
"Emma Madigan","RW","Jr","37","4","2","6","0.1622","0","1","0","2","2005-2006","clarkson"
"Meghan Park","D","So","37","3","3","6","0.1622","0","1","0","0","2005-2006","clarkson"
"Kelsey Fletcher","D","Fr","35","1","3","4","0.1143","0","0","0","0","2005-2006","clarkson"
"Christina Valesente","D","Jr","35","2","1","3","0.0857","0","0","0","0","2005-2006","clarkson"
"Andrea Maluta","D","Jr","36","2","0","2","0.0556","0","0","0","0","2005-2006","clarkson"
"Lucy Parrington","RW","So","4","0","0","0","0.0000","0","0","0","0","2005-2006","clarkson"
"Jessica Finley","G","Jr","3","0","0","0","0.0000","0","0","0","0","2005-2006","clarkson"
"Stephanie Hansen","G","Jr","7","0","0","0","0.0000","0","0","0","0","2005-2006","clarkson"
"Carolynn Zidek","RW","Jr","17","0","0","0","0.0000","0","0","0","0","2005-2006","clarkson"
"Lauren Lubrano","D","Jr","36","0","0","0","0.0000","0","0","0","0","2005-2006","clarkson"
"Kira Hurley","G","Jr","35","0","0","0","0.0000","0","0","0","0","2005-2006","clarkson"
"Jill Nolan","C","Jr","1","0","0","0","0.0000","0","0","0","0","2005-2006","clarkson"
"Laura Anning","F","Fr","24","20","16","36","1.5000","3","6","0","0","2005-2006","colby"
"Rebecca Julian","F","Fr","24","15","11","26","1.0833","3","5","0","0","2005-2006","colby"
"Amanda Comeau","F/D","Fr","20","6","13","19","0.9500","0","2","0","0","2005-2006","colby"
"Heather Nickerson","F/D","Fr","23","6","9","15","0.6522","2","1","0","0","2005-2006","colby"
"Nicole Crocker","F","Fr","24","6","7","13","0.5417","3","2","0","0","2005-2006","colby"
"Colette Finley","F","Fr","24","5","8","13","0.5417","0","2","0","0","2005-2006","colby"
"Laura Clemson","F","Fr","24","7","4","11","0.4583","1","4","0","0","2005-2006","colby"
"Lauren Goethals","D","So","24","1","10","11","0.4583","0","0","0","0","2005-2006","colby"
"Marissa Mullane","D","So","24","0","6","6","0.2500","0","0","0","0","2005-2006","colby"
"Lindsay Tedeschi","F","Jr","17","4","1","5","0.2941","1","0","1","0","2005-2006","colby"
"Caitlin Leahy","D","Sr","24","2","3","5","0.2083","0","1","0","0","2005-2006","colby"
"Lindsay Barada","F","Sr","24","2","1","3","0.1250","0","0","0","0","2005-2006","colby"
"MaryClaire McGovern","F","So","21","0","3","3","0.1429","0","0","0","0","2005-2006","colby"
"Caroline Voyles","D","So","24","0","2","2","0.0833","0","0","0","0","2005-2006","colby"
"Victoria Work","D","So","24","1","0","1","0.0417","1","0","0","0","2005-2006","colby"
"Jennifer Caruso","F","Fr","17","1","0","1","0.0588","1","0","0","0","2005-2006","colby"
"Lauren Bizzari","F","Fr","23","0","0","0","0.0000","0","0","0","0","2005-2006","colby"
"Margaret Chute","F","So","24","0","0","0","0.0000","0","0","0","0","2005-2006","colby"
"Genevieve Triganne","G","So","21","0","0","0","0.0000","0","0","0","0","2005-2006","colby"
"Shelley Payne","G","Fr","2","0","0","0","0.0000","0","0","0","0","2005-2006","colby"
"Lacey Brown","G","Fr","7","0","0","0","0.0000","0","0","0","0","2005-2006","colby"
"Sam Hunt","F","Fr","34","16","16","32","0.9412","2","4","3","0","2005-2006","colgate"
"Allison Paiano","F","Sr","34","14","16","30","0.8824","3","4","3","0","2005-2006","colgate"
"Becky Irvine","F","Sr","31","10","17","27","0.8710","1","1","1","0","2005-2006","colgate"
"Tara French","D","Jr","31","2","18","20","0.6452","0","0","0","0","2005-2006","colgate"
"Elin Brown","D","Fr","31","7","7","14","0.4516","3","2","1","0","2005-2006","colgate"
"Carly McNaughton","F","Sr","34","3","10","13","0.3824","1","2","0","0","2005-2006","colgate"
"Kara Leene","F","So","19","10","1","11","0.5789","0","4","1","0","2005-2006","colgate"
"Ashley Bradford","F","Jr","34","3","8","11","0.3235","0","0","0","1","2005-2006","colgate"
"Mallory Johnston","D","So","34","1","8","9","0.2647","0","1","0","0","2005-2006","colgate"
"Cassie Reid","F","So","15","4","4","8","0.5333","2","2","0","0","2005-2006","colgate"
"Kiira Dosdall","D","Fr","32","1","7","8","0.2500","0","1","0","0","2005-2006","colgate"
"Clancy Todd","D","Fr","34","1","5","6","0.1765","0","0","0","0","2005-2006","colgate"
"Ruth Fish","F","Fr","34","5","0","5","0.1471","0","3","0","0","2005-2006","colgate"
"Ashley Johnston","F","Jr","30","2","2","4","0.1333","0","1","0","0","2005-2006","colgate"
"Lisa Dodd","F","Fr","34","0","2","2","0.0588","0","0","0","0","2005-2006","colgate"
"Brook Wheeler","G","Jr","26","0","0","0","0.0000","0","0","0","0","2005-2006","colgate"
"Elayna Hamashuk","G","Fr","9","0","0","0","0.0000","0","0","0","0","2005-2006","colgate"
"Kate Wolgemuth","F","So","31","0","0","0","0.0000","0","0","0","0","2005-2006","colgate"
"Laura Jansen","D","Fr","34","0","0","0","0.0000","0","0","0","0","2005-2006","colgate"
"Melanie Barclay","G","Sr","2","0","0","0","0.0000","0","0","0","0","2005-2006","colgate"
"Alyssa Dahl","F","Fr","21","7","3","10","0.4762","1","2","1","0","2005-2006","concordia-mn"
"Ceara Bergsrud","D","So","23","5","4","9","0.3913","0","2","0","0","2005-2006","concordia-mn"
"Hannah Impola","F","Jr","23","5","3","8","0.3478","2","2","1","0","2005-2006","concordia-mn"
"Mandi Samuelson","F","Fr","13","3","5","8","0.6154","0","0","0","0","2005-2006","concordia-mn"
"Kelsey Puffe","F","Fr","16","3","2","5","0.3125","1","2","0","0","2005-2006","concordia-mn"
"Lisa Graham","F","So","23","2","3","5","0.2174","1","0","0","1","2005-2006","concordia-mn"
"Bre Bian","F","Fr","21","2","3","5","0.2381","0","0","0","0","2005-2006","concordia-mn"
"Paige Stone","F","Jr","12","3","1","4","0.3333","0","2","1","0","2005-2006","concordia-mn"
"Stacy Hill","D","Fr","21","1","3","4","0.1905","0","0","1","0","2005-2006","concordia-mn"
"Brit Vander Kooy","D","Fr","22","1","3","4","0.1818","0","1","0","0","2005-2006","concordia-mn"
"Marya Losinski","D","Jr","21","0","4","4","0.1905","0","0","0","0","2005-2006","concordia-mn"
"Joanna Berringer","D","Jr","23","1","2","3","0.1304","1","0","0","0","2005-2006","concordia-mn"
"Brandie Dunn","F","Jr","23","0","3","3","0.1304","0","0","0","0","2005-2006","concordia-mn"
