"Name","Pos","Year","GP","G","A","Pts.","Pt/Gm","GWG","PPG","SHG","ENG","Season","Team"
"Jen Crane","F","Fr","29","3","2","5","0.1724","0","1","0","0","2001-2002","bowdoin"
"Alyson Lizotte","D","Jr","28","1","4","5","0.1786","0","0","0","0","2001-2002","bowdoin"
"Quinn Kitchen","F","Jr","20","0","1","1","0.0500","0","0","0","0","2001-2002","bowdoin"
"Francesca Klucevek-Whalen","G","Jr","4","0","0","0","0.0000","0","0","0","0","2001-2002","bowdoin"
"Eliza Lende","","","2","0","0","0","0.0000","0","0","0","0","2001-2002","bowdoin"
"Emily McKissock","G","Jr","25","0","0","0","0.0000","0","0","0","0","2001-2002","bowdoin"
"Kelly McManus","F","Sr","32","18","16","34","1.0625","2","2","0","0","2001-2002","boston-college"
"Alaina Clark","F","So","30","6","16","22","0.7333","1","0","0","0","2001-2002","boston-college"
"Missy Barsz","F","Sr","32","10","7","17","0.5313","0","1","0","0","2001-2002","boston-college"
"Thia Connolly","F","Jr","32","6","6","12","0.3750","1","0","0","0","2001-2002","boston-college"
"Kaitlin McGrath","F","So","32","3","9","12","0.3750","0","0","0","1","2001-2002","boston-college"
"Jaclyn Kryzak","F","Sr","31","5","5","10","0.3226","3","1","0","0","2001-2002","boston-college"
"Kerri Sanders","F","Fr","27","5","4","9","0.3333","1","0","0","0","2001-2002","boston-college"
"Genevieve Richardson","D","Jr","32","3","5","8","0.2500","1","0","0","0","2001-2002","boston-college"
"Heidi Seidewand","F","Fr","32","3","3","6","0.1875","0","0","0","0","2001-2002","boston-college"
"Renee Taylor","F","So","18","2","3","5","0.2778","0","0","0","0","2001-2002","boston-college"
"Sarah Carlson","D","Fr","32","0","5","5","0.1563","0","0","0","0","2001-2002","boston-college"
"Bronwen Kelly","F","Fr","19","2","2","4","0.2105","0","0","0","0","2001-2002","boston-college"
"Jessica Tychsen","D","So","32","1","3","4","0.1250","0","0","0","0","2001-2002","boston-college"
"Sarah Engwall","D","Jr","31","0","3","3","0.0968","0","0","0","0","2001-2002","boston-college"
"Kathryn Chubrilo","F","Fr","29","0","2","2","0.0690","0","0","0","0","2001-2002","boston-college"
"Sarah McGarrell","D","So","32","0","1","1","0.0313","0","0","0","0","2001-2002","boston-college"
"Lindsey Bazzone","F","Fr","23","0","0","0","0.0000","0","0","0","0","2001-2002","boston-college"
"Sharon VanTuyl","G","Sr","4","0","0","0","0.0000","0","0","0","0","2001-2002","boston-college"
"Melissa Tower","F","Jr","3","0","0","0","0.0000","0","0","0","0","2001-2002","boston-college"
"Heather Lane","F","Sr","1","0","0","0","0.0000","0","0","0","0","2001-2002","boston-college"
"Heather Cohen","G","Jr","1","0","0","0","0.0000","0","0","0","0","2001-2002","boston-college"
"Alli MacNally","D","Fr","27","0","0","0","0.0000","0","0","0","0","2001-2002","boston-college"
"Lisa Davis","G","Fr","30","0","0","0","0.0000","0","0","0","0","2001-2002","boston-college"
"Alexis Moed","F/D","Jr","30","0","0","0","0.0000","0","0","0","0","2001-2002","boston-college"
"Kristy Zamora","F","Sr","35","35","21","56","1.6000","6","2","1","1","2001-2002","brown"
"Jessica Link","F","Fr","35","19","23","42","1.2000","3","2","0","0","2001-2002","brown"
"Kim Insalaco","F","Jr","29","14","26","40","1.3793","4","3","0","2","2001-2002","brown"
"Courtney Johnson","F","Sr","35","9","27","36","1.0286","1","4","0","0","2001-2002","brown"
"Krissy McManus","F","So","35","17","17","34","0.9714","3","2","0","0","2001-2002","brown"
"Meredith Ostrander","F","Sr","35","5","28","33","0.9429","0","1","0","0","2001-2002","brown"
"Kerry Nugent","F","Fr","35","7","18","25","0.7143","2","1","0","0","2001-2002","brown"
"Cassie Turner","D","Jr","35","4","17","21","0.6000","1","2","0","0","2001-2002","brown"
"Katie Guay","F","Fr","35","10","5","15","0.4286","4","1","0","0","2001-2002","brown"
"Katie Lafleur","D","So","31","4","10","14","0.4516","0","0","0","0","2001-2002","brown"
"Mandy McCurdy","D","Jr","35","3","9","12","0.3429","0","0","1","0","2001-2002","brown"
"Emily Sigman","D","Sr","34","0","11","11","0.3235","0","0","0","0","2001-2002","brown"
"Marguerite McDonald","D","So","35","4","6","10","0.2857","0","0","0","0","2001-2002","brown"
"Kelly Sheridan","F","So","35","2","7","9","0.2571","0","0","0","0","2001-2002","brown"
"Jenny Rice","F/D","Jr","35","2","6","8","0.2286","0","1","0","0","2001-2002","brown"
"Kate Kenny","F/D","Jr","35","2","4","6","0.1714","1","0","0","0","2001-2002","brown"
"Sarah Crowley","F","So","32","2","2","4","0.1250","0","0","0","0","2001-2002","brown"
"Amy McLaughlin","D","Fr","5","2","2","4","0.8000","0","1","0","0","2001-2002","brown"
"Kim Fleet","D","So","23","0","2","2","0.0870","0","0","0","0","2001-2002","brown"
"Chelsea Loughran","F","So","4","0","0","0","0.0000","0","0","0","0","2001-2002","brown"
"Pam Dreyer","G","Jr","19","0","0","0","0.0000","0","0","0","0","2001-2002","brown"
"Whitney Talbot","F","Jr","17","0","0","0","0.0000","0","0","0","0","2001-2002","brown"
"Katie Germain","G","So","18","0","0","0","0.0000","0","0","0","0","2001-2002","brown"
"Emily Louwsma","F","Sr","24","10","10","20","0.8333","2","1","0","0","2001-2002","bethel"
"Alyson Sundberg","F","Jr","21","9","5","14","0.6667","0","0","1","0","2001-2002","bethel"
"Jessie Zaugg","D","Jr","24","6","4","10","0.4167","0","0","1","1","2001-2002","bethel"
"Kim Toter","F","Fr","23","4","3","7","0.3043","1","1","0","0","2001-2002","bethel"
"Jessie Alward","D","So","24","1","5","6","0.2500","0","0","0","0","2001-2002","bethel"
"Stephanie Williams","F","Fr","24","4","1","5","0.2083","0","0","0","0","2001-2002","bethel"
"Kim Framsted","F","Sr","24","2","3","5","0.2083","0","1","0","0","2001-2002","bethel"
"Marissa Cwick","D","Fr","22","0","5","5","0.2273","0","0","0","0","2001-2002","bethel"
"Kim Conradi","F/D","So","22","4","0","4","0.1818","1","0","0","0","2001-2002","bethel"
"Heidi Anderson","F","Jr","19","3","1","4","0.2105","0","1","0","0","2001-2002","bethel"
"Megan Leafblad","F","Sr","23","0","4","4","0.1739","0","0","0","0","2001-2002","bethel"
"Lauren Majeher","F","Fr","22","1","1","2","0.0909","0","0","0","0","2001-2002","bethel"
"Theresa Cunningham","D","So","23","1","0","1","0.0435","0","0","0","0","2001-2002","bethel"
"Tyanne Sylvestre","F/D","Jr","13","0","0","0","0.0000","0","0","0","0","2001-2002","bethel"
"Kim Myers","G","Sr","1","0","0","0","0.0000","0","0","0","0","2001-2002","bethel"
"Michelle Dexter","F","Fr","7","0","0","0","0.0000","0","0","0","0","2001-2002","bethel"
"Patty Schaller","G","Fr","16","0","0","0","0.0000","0","0","0","0","2001-2002","bethel"
"Paula Gieselman","G","So","2","0","0","0","0.0000","0","0","0","0","2001-2002","bethel"
"Kelly Fillmore","G","Fr","13","0","0","0","0.0000","0","0","0","0","2001-2002","bethel"
"Heather DeVito","F","Fr","21","11","13","24","1.1429","2","2","1","0","2001-2002","colby"
"Jill Young","D","Jr","21","9","14","23","1.0952","1","1","1","0","2001-2002","colby"
"Kate Sweeney","F","So","21","6","13","19","0.9048","1","3","0","0","2001-2002","colby"
"Caitlin Krause","F","Fr","21","9","9","18","0.8571","2","1","0","0","2001-2002","colby"
"Kelley Jessopp","D","Sr","20","1","11","12","0.6000","1","0","0","0","2001-2002","colby"
"Carrie Swiderski","F","Sr","21","5","6","11","0.5238","0","1","0","0","2001-2002","colby"
"Christina Dotchin","D","So","21","4","7","11","0.5238","1","0","0","0","2001-2002","colby"
"Lauren Gremelspacher","F","Jr","21","5","3","8","0.3810","1","1","0","0","2001-2002","colby"
"Michele Barmash","F","Fr","21","5","2","7","0.3333","2","2","0","0","2001-2002","colby"
"Michelle Mancuso","F","Sr","17","2","2","4","0.2353","0","0","0","0","2001-2002","colby"
"Madeline Mineau","D","Jr","14","2","1","3","0.2143","1","0","0","0","2001-2002","colby"
"Sasha Schroeder","F","Fr","17","1","2","3","0.1765","0","0","0","0","2001-2002","colby"
"Jennifer Anderson","D","Fr","21","0","3","3","0.1429","0","0","0","0","2001-2002","colby"
"Kristin Putnam","D","Fr","18","0","3","3","0.1667","0","0","0","0","2001-2002","colby"
"Mallory Young","D","Fr","13","2","0","2","0.1538","1","0","0","0","2001-2002","colby"
"Meghan Barringer","D","Fr","21","2","0","2","0.0952","0","0","0","0","2001-2002","colby"
"Merrill Hawkins","F","Jr","12","1","1","2","0.1667","0","0","0","0","2001-2002","colby"
"Sarah Goodrich","F","Fr","14","0","2","2","0.1429","0","0","0","0","2001-2002","colby"
"Carolyn Lindley","D","Sr","17","1","0","1","0.0588","0","0","0","0","2001-2002","colby"
"Erin Hill","F","So","9","0","0","0","0.0000","0","0","0","0","2001-2002","colby"
"Lynn Hasday","G","Fr","18","0","0","0","0.0000","0","0","0","0","2001-2002","colby"
"Erin Bodner","F","Jr","5","0","0","0","0.0000","0","0","0","0","2001-2002","colby"
"Sarah Webster","G","Fr","4","0","0","0","0.0000","0","0","0","0","2001-2002","colby"
"Beth Kittredge","F","So","7","0","0","0","0.0000","0","0","0","0","2001-2002","colby"
"Amanda Thornton","F","So","4","5","1","6","1.5000","0","1","0","0","2001-2002","chatham"
"Mandy Sevelin","F","","5","2","1","3","0.6000","1","0","0","0","2001-2002","chatham"
"Morgan Gable","F","So","4","1","2","3","0.7500","0","0","0","0","2001-2002","chatham"
"Cassie Birnel","","","5","2","0","2","0.4000","0","0","0","0","2001-2002","chatham"
"Melli Grzesiowski","F","Jr","5","1","1","2","0.4000","0","0","0","0","2001-2002","chatham"
"Jen Martin","","","5","1","0","1","0.2000","0","0","0","0","2001-2002","chatham"
"Jessica Frye","F","So","5","0","1","1","0.2000","0","0","0","0","2001-2002","chatham"
"Jennifer Rys","F","Jr","5","0","1","1","0.2000","0","0","0","0","2001-2002","chatham"
"Amanda Dixon","D","Sr","3","0","1","1","0.3333","0","0","0","0","2001-2002","chatham"
"Alexis Loving","F","Sr","4","0","0","0","0.0000","0","0","0","0","2001-2002","chatham"
"Amanda Carlson","G","Sr","3","0","0","0","0.0000","0","0","0","0","2001-2002","chatham"
"A.J. DeSantis","F/D","So","4","0","0","0","0.0000","0","0","0","0","2001-2002","chatham"
"Emily Embrey","F","","1","0","0","0","0.0000","0","0","0","0","2001-2002","chatham"
"Jamie Deutl","D","So","2","0","0","0","0.0000","0","0","0","0","2001-2002","chatham"
"Ryann Frye","D","","2","0","0","0","0.0000","0","0","0","0","2001-2002","chatham"
"Shannon Flynn","F","","1","0","0","0","0.0000","0","0","0","0","2001-2002","chatham"
"Dara Burke","F","Jr","5","0","0","0","0.0000","0","0","0","0","2001-2002","chatham"
"Joanne Braga","G","So","4","0","0","0","0.0000","0","0","0","0","2001-2002","chatham"
"Lynn Caputo","","","3","0","0","0","0.0000","0","0","0","0","2001-2002","chatham"
"Lindsay Bartrug","F","Sr","2","0","0","0","0.0000","0","0","0","0","2001-2002","chatham"
"Emma Wadsworth","F","So","22","9","8","17","0.7727","3","1","0","0","2001-2002","buffalo-state"
"Bree Cote","D","Fr","22","11","2","13","0.5909","2","4","0","0","2001-2002","buffalo-state"
"Janelle Schmitt","F","So","22","7","6","13","0.5909","1","1","0","0","2001-2002","buffalo-state"
"Leah Delormier","D","Sr","22","6","7","13","0.5909","0","0","1","0","2001-2002","buffalo-state"
"Jessica DeCarlo","F","So","22","3","6","9","0.4091","1","0","0","0","2001-2002","buffalo-state"
"Kim Costanzo","F","So","22","3","6","9","0.4091","0","1","0","0","2001-2002","buffalo-state"
"Jennifer Downey","F","So","22","2","7","9","0.4091","0","0","0","0","2001-2002","buffalo-state"
"Dyanne Roberts","D","Sr","21","3","3","6","0.2857","0","1","0","0","2001-2002","buffalo-state"
"Carolyn Totaro","D","Jr","22","3","2","5","0.2273","0","0","0","0","2001-2002","buffalo-state"
"Kasey Cornwell","D","Fr","22","0","4","4","0.1818","0","0","0","0","2001-2002","buffalo-state"
"Meri Mooers","F/D","Jr","21","0","1","1","0.0476","0","0","0","0","2001-2002","buffalo-state"
"Missy Dispenza","D","Jr","22","0","1","1","0.0455","0","0","0","0","2001-2002","buffalo-state"
"Julie Collette","F","Jr","10","0","0","0","0.0000","0","0","0","0","2001-2002","buffalo-state"
"Tess Pottratz","G","Fr","1","0","0","0","0.0000","0","0","0","0","2001-2002","buffalo-state"
"Mary Keddie","G","So","22","0","0","0","0.0000","0","0","0","0","2001-2002","buffalo-state"
"Melissa Spry","G","Sr","1","0","0","0","0.0000","0","0","0","0","2001-2002","buffalo-state"
"Cheryl Setchell","C","Fr","32","16","14","30","0.9375","2","3","1","0","2001-2002","colgate"
"Kristin Cirbus","RW","Fr","32","6","16","22","0.6875","1","1","1","0","2001-2002","colgate"
"Amanda Barre","RW","Fr","26","13","4","17","0.6538","1","3","0","0","2001-2002","colgate"
"Heather Murphy","C","Sr","22","6","9","15","0.6818","0","1","1","0","2001-2002","colgate"
"Maura Kehoe","C","Fr","32","7","6","13","0.4063","2","1","1","0","2001-2002","colgate"
"Katie Breen","RW","So","32","5","7","12","0.3750","1","1","0","0","2001-2002","colgate"
"Caitlin Hornyak","RW","So","32","4","6","10","0.3125","0","0","0","0","2001-2002","colgate"
"Avery McGlenn","C","So","28","5","4","9","0.3214","0","1","0","0","2001-2002","colgate"
"Shelby Nelson","D","Fr","32","3","6","9","0.2813","1","0","1","0","2001-2002","colgate"
"Katie Koch","LW","So","20","3","5","8","0.4000","0","1","0","0","2001-2002","colgate"
"Chelsey Rhodes","D","Fr","32","3","5","8","0.2500","2","1","0","0","2001-2002","colgate"
"Jen Fallon","D","Fr","31","1","5","6","0.1935","0","0","0","0","2001-2002","colgate"
"Maura Crowell","F","Sr","32","2","2","4","0.1250","0","0","0","0","2001-2002","colgate"
"Kara Lisavich","C","So","30","1","3","4","0.1333","0","0","0","0","2001-2002","colgate"
"Heather Smith","D","Sr","26","1","3","4","0.1538","0","0","0","0","2001-2002","colgate"
"Eve Ledyard","LW","Jr","10","1","2","3","0.3000","0","0","0","0","2001-2002","colgate"
"Kelly Roos","D","Sr","28","1","2","3","0.1071","0","1","0","0","2001-2002","colgate"
"Nicole Lehrhoff","RW","Jr","16","1","2","3","0.1875","1","0","0","0","2001-2002","colgate"
"Toby Mandel","D","Jr","19","1","2","3","0.1579","0","0","0","0","2001-2002","colgate"
"Abbie Webb","F/D","So","10","2","0","2","0.2000","0","0","0","0","2001-2002","colgate"
"Lori Marshall","D","So","26","0","2","2","0.0769","0","0","0","0","2001-2002","colgate"
"Kristy MacDonald","C","Fr","32","1","0","1","0.0313","0","0","0","0","2001-2002","colgate"
"Annie Stover","C","Sr","11","0","1","1","0.0909","0","0","0","0","2001-2002","colgate"
"Rebecca Lahar","G","Fr","19","0","0","0","0.0000","0","0","0","0","2001-2002","colgate"
"Lindsay Bourne","G","Fr","11","0","0","0","0.0000","0","0","0","0","2001-2002","colgate"
"Jennifer Burtraw","G","Jr","3","0","0","0","0.0000","0","0","0","0","2001-2002","colgate"
"Jenel Bode","F","Sr","28","8","16","24","0.8571","0","0","2","1","2001-2002","cornell"
"Lindsay Murao","F","Jr","26","12","8","20","0.7692","2","3","2","1","2001-2002","cornell"
"Brooke Bestwick","D","Sr","28","8","9","17","0.6071","1","2","0","0","2001-2002","cornell"
"Sarah Olivier","D","Sr","26","8","6","14","0.5385","2","3","0","0","2001-2002","cornell"
"Anita Khar","F","So","28","3","9","12","0.4286","1","1","0","0","2001-2002","cornell"
"Briana Jentner","F/D","So","28","6","5","11","0.3929","1","3","1","2","2001-2002","cornell"
"Erinn Perushek","F","Sr","28","2","8","10","0.3571","1","2","0","0","2001-2002","cornell"
"Pearle Nerenberg","F","Fr","28","3","4","7","0.2500","0","2","0","0","2001-2002","cornell"
"Eva Nahorniak","D","Sr","28","2","5","7","0.2500","0","2","0","0","2001-2002","cornell"
"Erin Ellis","F","Jr","28","2","3","5","0.1786","1","1","0","0","2001-2002","cornell"
"Allison Simpson","F/D","So","27","1","3","4","0.1481","0","0","0","0","2001-2002","cornell"
"Jamie Ramenofsky","D","Fr","27","0","4","4","0.1481","0","0","0","0","2001-2002","cornell"
"Pam Hannah","F","Fr","28","1","0","1","0.0357","0","0","0","0","2001-2002","cornell"
"Lara Kelly","D","Fr","27","0","1","1","0.0370","0","0","0","0","2001-2002","cornell"
"Emilie Nicholas","D","Fr","26","0","0","0","0.0000","0","0","0","0","2001-2002","cornell"
"Lillian Shaller","D","Sr","5","0","0","0","0.0000","0","0","0","0","2001-2002","cornell"
"Sanya Sandahl","G","Jr","14","0","0","0","0.0000","0","0","0","0","2001-2002","cornell"
"Jen Reed","F","Jr","9","0","0","0","0.0000","0","0","0","0","2001-2002","cornell"
"Maryann Nowak","F","Fr","27","0","0","0","0.0000","0","0","0","0","2001-2002","cornell"
"Kelly Pike","C","Jr","20","0","0","0","0.0000","0","0","0","0","2001-2002","cornell"
"Liz Connelly","G","Jr","14","0","0","0","0.0000","0","0","0","0","2001-2002","cornell"
"Sarah Carter","F","So","28","0","0","0","0.0000","0","0","0","0","2001-2002","cornell"
"Janet Hanson","F","So","21","7","2","9","0.4286","2","2","0","0","2001-2002","connecticut-college"
"Caley Boyd","F/D","Jr","21","3","5","8","0.3810","0","0","1","0","2001-2002","connecticut-college"
"Kyle Ridgway","D","So","21","5","2","7","0.3333","0","0","0","0","2001-2002","connecticut-college"
"Beth Landes","F","So","20","0","6","6","0.3000","0","0","0","0","2001-2002","connecticut-college"
"Christina Johnston","F","Sr","21","1","2","3","0.1429","0","0","0","0","2001-2002","connecticut-college"
"Stacy Sifleet","D","So","20","1","2","3","0.1500","0","1","0","0","2001-2002","connecticut-college"
"Stephanie Morgan","F","So","21","2","0","2","0.0952","0","0","0","0","2001-2002","connecticut-college"
"Kelly McCall","F","So","18","1","1","2","0.1111","0","0","0","0","2001-2002","connecticut-college"
"Natalie McEachern","D","Jr","21","1","1","2","0.0952","0","0","0","0","2001-2002","connecticut-college"
"Katie Dubendorf","F","Jr","18","1","0","1","0.0556","1","0","0","0","2001-2002","connecticut-college"
"Sarah Larusso","F","Jr","21","0","1","1","0.0476","0","0","0","0","2001-2002","connecticut-college"
"Lindsey Sundberg","F","Jr","5","0","1","1","0.2000","0","0","0","0","2001-2002","connecticut-college"
"Jessica Haney","F","Sr","14","0","1","1","0.0714","0","0","0","0","2001-2002","connecticut-college"
"Katri Morley","D","Sr","19","0","1","1","0.0526","0","0","0","0","2001-2002","connecticut-college"
"Chrissy Nevins-Herbert","G","So","2","0","0","0","0.0000","0","0","0","0","2001-2002","connecticut-college"
"Anna Trafton","G","Sr","21","0","0","0","0.0000","0","0","0","0","2001-2002","connecticut-college"
"Sarah Brand","D","So","4","0","0","0","0.0000","0","0","0","0","2001-2002","connecticut-college"
"Kimberly Berry","F","Fr","35","23","13","36","1.0286","4","7","3","1","2001-2002","connecticut"
"Tiffany Owens","F","Fr","35","10","9","19","0.5429","1","3","0","0","2001-2002","connecticut"
"Shannon Connolly","F","Fr","35","2","15","17","0.4857","0","0","0","0","2001-2002","connecticut"
"Megan McLeod","F","Fr","34","7","9","16","0.4706","1","1","0","0","2001-2002","connecticut"
"Laura Stosky","D","Fr","35","5","10","15","0.4286","0","1","0","0","2001-2002","connecticut"
"Caitlin Salazer-Reid","D","Fr","35","2","13","15","0.4286","1","2","0","0","2001-2002","connecticut"
"Jacquelyn McGuire","F","Fr","35","7","6","13","0.3714","1","4","0","0","2001-2002","connecticut"
"Sara Mahoney","F","So","26","6","5","11","0.4231","2","0","0","0","2001-2002","connecticut"
"Allison Oropallo","F","Fr","32","3","4","7","0.2188","0","1","0","0","2001-2002","connecticut"
"Stefanie Snow","D","So","35","3","4","7","0.2000","0","2","0","0","2001-2002","connecticut"
"Julie Marashio","F","So","35","3","3","6","0.1714","1","0","0","0","2001-2002","connecticut"
"Erika Spaeth","F/D","Fr","35","2","4","6","0.1714","0","1","0","0","2001-2002","connecticut"
"Sarah Clark","F","Fr","32","1","3","4","0.1250","0","0","0","0","2001-2002","connecticut"
