"Name","Pos","Year","GP","G","A","Pts.","Pt/Gm","PEN","PIM","GWG","PPG","SHG","ENG","Season","Team"
"Emily Erickson","F","Sr","32","6","11","17","0.5313","1","2","0","0","0","0","2012-2013","bemidji-state"
"Sadie Lundquist","F","Sr","34","4","12","16","0.4706","9","18","1","3","0","0","2012-2013","bemidji-state"
"Natasha Kostenko","F","So","34","10","5","15","0.4412","5","10","2","2","0","0","2012-2013","bemidji-state"
"Kaitlyn Tougas","F","Fr","30","7","7","14","0.4667","5","10","0","1","0","0","2012-2013","bemidji-state"
"Mackenzie Thurston","F","Sr","34","4","10","14","0.4118","5","10","1","2","0","0","2012-2013","bemidji-state"
"Kristin Huber","F","So","18","3","4","7","0.3889","7","14","1","0","0","0","2012-2013","bemidji-state"
"Megan Lushanko","F","Fr","31","1","5","6","0.1935","0","0","0","0","0","0","2012-2013","bemidji-state"
"Abby Williams","F","Sr","34","0","5","5","0.1471","6","12","0","0","0","0","2012-2013","bemidji-state"
"Hanna Moher","F","Fr","27","2","2","4","0.1481","2","4","0","0","0","0","2012-2013","bemidji-state"
"Alex Ehlert","D","Jr","34","2","2","4","0.1176","3","6","0","0","0","0","2012-2013","bemidji-state"
"Allie Duellman","D","Jr","20","1","3","4","0.2000","3","6","1","0","0","0","2012-2013","bemidji-state"
"Erika Wheelhouse","D","Sr","33","1","3","4","0.1212","7","14","0","0","0","0","2012-2013","bemidji-state"
"Ivana Bilic","D","Fr","26","2","1","3","0.1154","11","22","0","1","0","0","2012-2013","bemidji-state"
"Whitney Wivoda","F","So","5","1","2","3","0.6000","1","2","0","1","0","0","2012-2013","bemidji-state"
"Alexandria Citrowske","F","So","28","0","3","3","0.1071","4","8","0","0","0","0","2012-2013","bemidji-state"
"Danielle Williams","D/F","Jr","30","0","3","3","0.1000","4","8","0","0","0","0","2012-2013","bemidji-state"
"Rachael Kelly","F","So","23","2","0","2","0.0870","7","14","0","1","0","0","2012-2013","bemidji-state"
"Kayleigh Chapman","D","So","22","1","1","2","0.0909","3","6","0","0","0","0","2012-2013","bemidji-state"
"Tess Dusik","F","Jr","34","0","2","2","0.0588","16","32","0","0","0","0","2012-2013","bemidji-state"
"Lauren Merkley","D","Fr","11","1","0","1","0.0909","1","2","0","0","0","0","2012-2013","bemidji-state"
"Jenessa Philipczyk","F","So","14","1","0","1","0.0714","1","2","0","0","0","0","2012-2013","bemidji-state"
"Emily McKnight","F","Jr","19","0","1","1","0.0526","2","4","0","0","0","0","2012-2013","bemidji-state"
"Molly Arola","F","Sr","30","0","1","1","0.0333","4","8","0","0","0","0","2012-2013","bemidji-state"
"Abby Ryplanski","G","So","16","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","bemidji-state"
"Jamie Hatheway","F/D","Sr","3","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","bemidji-state"
"Jessica Havel","G","Sr","23","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","bemidji-state"
"Alexane Rodrigue","G","Fr","3","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","bemidji-state"
"Cristina Masten","F","Jr","26","22","13","35","1.3462","5","10","7","3","2","0","2012-2013","bethel"
"Lindsay Burman","F","Jr","26","11","13","24","0.9231","9","18","2","3","0","0","2012-2013","bethel"
"Biz Huss","F","Sr","26","10","13","23","0.8846","7","14","3","2","0","2","2012-2013","bethel"
"Caroline Kivisto","F","Fr","26","8","12","20","0.7692","6","12","2","0","0","0","2012-2013","bethel"
"Kalie Johnson","F","So","26","6","14","20","0.7692","3","6","0","0","0","3","2012-2013","bethel"
"Molly Eagles","D","Sr","26","1","10","11","0.4231","8","16","0","0","0","0","2012-2013","bethel"
"Melanie Robertson","D","Jr","26","3","3","6","0.2308","6","12","0","0","0","0","2012-2013","bethel"
"Kate Wahlin","D","Sr","26","0","6","6","0.2308","3","6","0","0","0","0","2012-2013","bethel"
"Erin Harper","D","Fr","26","0","6","6","0.2308","5","10","0","0","0","0","2012-2013","bethel"
"Jessica Gapinski","F","Fr","24","3","2","5","0.2083","8","27","0","0","0","0","2012-2013","bethel"
"Charise Kendrick","F","Jr","15","1","4","5","0.3333","5","10","0","0","0","0","2012-2013","bethel"
"Sarah Kartak","F","Sr","26","1","3","4","0.1538","1","2","0","1","0","0","2012-2013","bethel"
"Kelsey Johnston","D","Fr","19","2","1","3","0.1579","6","12","0","1","0","0","2012-2013","bethel"
"Casie Ecklund","D","Jr","20","0","3","3","0.1500","1","2","0","0","0","0","2012-2013","bethel"
"Jill Larson","F","Fr","25","2","0","2","0.0800","2","4","0","0","0","0","2012-2013","bethel"
"Alyssa Franz","D","Fr","13","1","1","2","0.1538","0","0","0","0","0","0","2012-2013","bethel"
"Karissa Thomson","F","Fr","17","0","2","2","0.1176","2","4","0","0","0","0","2012-2013","bethel"
"Renee Johnson","F","Fr","12","1","0","1","0.0833","0","0","0","0","0","0","2012-2013","bethel"
"Mara Raymond","D","Fr","16","1","0","1","0.0625","1","2","0","0","0","0","2012-2013","bethel"
"Abbie Bircher","F","Fr","16","0","1","1","0.0625","0","0","0","0","0","0","2012-2013","bethel"
"Katy Polakoski","D","Fr","15","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","bethel"
"Jess Newstrom","G","Sr","14","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","bethel"
"Erika Allen","G","Fr","14","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","bethel"
"Allison Linde","F","Jr","15","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","bethel"
"Alex Carpenter","F","So","37","32","38","70","1.8919","0","0","7","9","1","0","2012-2013","boston-college"
"Haley Skarupa","F","Fr","33","24","29","53","1.6061","5","10","5","2","2","1","2012-2013","boston-college"
"Emily Field","F","So","37","16","29","45","1.2162","8","16","1","6","1","0","2012-2013","boston-college"
"Melissa Bizzari","F","Jr","37","17","14","31","0.8378","3","6","4","2","0","0","2012-2013","boston-college"
"Dana Trivigno","F","Fr","37","13","16","29","0.7838","13","26","2","2","0","0","2012-2013","boston-college"
"Blake Bolden","D","Sr","37","6","23","29","0.7838","1","2","1","2","0","0","2012-2013","boston-college"
"Ashley Motherwell","F","Sr","37","11","15","26","0.7027","8","16","1","6","1","1","2012-2013","boston-college"
"Taylor Wasylk","F","Jr","37","7","12","19","0.5135","10","20","1","2","0","0","2012-2013","boston-college"
"Emily Pfalzer","D","So","37","4","13","17","0.4595","9","18","0","1","0","0","2012-2013","boston-college"
"Dru Burns","D","Sr","37","1","16","17","0.4595","8","16","0","1","0","0","2012-2013","boston-college"
"Lexi Bender","D","Fr","37","3","13","16","0.4324","19","38","1","1","0","0","2012-2013","boston-college"
"Kate Leary","F","So","36","10","5","15","0.4167","5","10","2","0","0","0","2012-2013","boston-college"
"Meagan Mangene","F/D","Jr","37","2","11","13","0.3514","2","4","0","0","0","0","2012-2013","boston-college"
"Meghan Grieves","F","Fr","37","3","5","8","0.2162","2","4","0","0","0","0","2012-2013","boston-college"
"Caitlin Walsh","F","Sr","37","3","5","8","0.2162","6","12","2","1","0","0","2012-2013","boston-college"
"Kristina Brown","F","Sr","37","5","0","5","0.1351","3","6","0","0","0","0","2012-2013","boston-college"
"Kaliya Johnson","D","Fr","33","1","4","5","0.1515","7","14","0","0","0","0","2012-2013","boston-college"
"Jackie Young","D","Jr","37","1","2","3","0.0811","8","16","0","0","0","0","2012-2013","boston-college"
"Elizabeth Olchowski","F","Sr","1","0","1","1","1.0000","0","0","0","0","0","0","2012-2013","boston-college"
"Taylor Blake","G","Fr","1","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","boston-college"
"Erin Kickham","F","So","8","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","boston-college"
"Corinne Boyles","G","Sr","28","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","boston-college"
"Megan Miller","G","So","10","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","boston-college"
"Marie-Philip Poulin","F","Jr","35","19","36","55","1.5714","9","18","3","4","2","0","2012-2013","boston-university"
"Jenelle Kohanchuk","F","Sr","35","25","21","46","1.3143","10","20","3","6","2","0","2012-2013","boston-university"
"Isabel Menard","F","Sr","37","16","29","45","1.2162","7","14","6","4","0","0","2012-2013","boston-university"
"Sarah Lefort","F","Fr","37","24","19","43","1.1622","28","56","7","6","0","1","2012-2013","boston-university"
"Louise Warren","F","Jr","37","15","19","34","0.9189","10","20","2","1","0","0","2012-2013","boston-university"
"Kayla Tutino","F","So","37","15","13","28","0.7568","10","20","6","4","0","0","2012-2013","boston-university"
"Jill Cardella","F","Sr","37","2","24","26","0.7027","7","14","0","0","0","0","2012-2013","boston-university"
"Shannon Doyle","D","Jr","37","6","18","24","0.6486","12","24","0","2","0","0","2012-2013","boston-university"
"Kaleigh Fratkin","D","Jr","37","1","16","17","0.4595","26","52","0","0","0","0","2012-2013","boston-university"
"Kathryn Miller","D","Sr","37","2","11","13","0.3514","9","18","0","0","0","0","2012-2013","boston-university"
"Shannon Stoneburgh","D","So","37","4","8","12","0.3243","24","51","0","0","0","0","2012-2013","boston-university"
"Jordan Juron","F","Fr","37","4","4","8","0.2162","2","4","0","2","0","0","2012-2013","boston-university"
"Caroline Campbell","D","Jr","33","1","5","6","0.1818","11","22","0","0","0","1","2012-2013","boston-university"
"Rebecca Russo","F","Fr","30","1","4","5","0.1667","4","8","0","0","0","0","2012-2013","boston-university"
"Dakota Woodworth","F","Fr","37","3","1","4","0.1081","4","8","1","0","0","0","2012-2013","boston-university"
"Lillian Ribeirinha-Braga","F","Fr","28","0","4","4","0.1429","3","6","0","0","0","0","2012-2013","boston-university"
"Taylor Holze","F","Sr","17","1","0","1","0.0588","2","4","0","0","0","0","2012-2013","boston-university"
"Kerrin Sperry","G","Jr","32","0","1","1","0.0313","1","2","0","0","0","0","2012-2013","boston-university"
"Alissa Fromkin","G","Sr","8","0","0","0","0.0000","2","4","0","0","0","0","2012-2013","boston-university"
"Alexis Woloschuk","D","Fr","5","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","boston-university"
"Diana Bennett","D","Fr","4","0","0","0","0.0000","1","2","0","0","0","0","2012-2013","boston-university"
"Sarah Bayersdorfer","F","So","26","0","0","0","0.0000","1","2","0","0","0","0","2012-2013","boston-university"
"Shannon Mahoney","F","Sr","31","0","0","0","0.0000","2","4","0","0","0","0","2012-2013","boston-university"
"Meghan Riggs","F","Jr","2","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","boston-university"
"Cristina Wiley","F","Sr","9","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","boston-university"
"Britt Hergesheimer","F","Sr","4","0","0","0","0.0000","2","4","0","0","0","0","2012-2013","boston-university"
"Rachel Kennedy","F","Fr","28","16","14","30","1.0714","3","6","4","3","0","1","2012-2013","bowdoin"
"Kayte Holtz","F","Sr","28","13","15","28","1.0000","1","2","3","2","2","0","2012-2013","bowdoin"
"Chelsea MacNeil","F","So","28","13","12","25","0.8929","10","20","3","3","0","0","2012-2013","bowdoin"
"Kim Tess-Wanat","F","Sr","28","8","16","24","0.8571","11","22","2","2","0","1","2012-2013","bowdoin"
"Stephanie Ludy","F","Sr","28","14","9","23","0.8214","8","16","4","7","0","0","2012-2013","bowdoin"
"Kenzie Novak","D","Sr","28","3","16","19","0.6786","11","22","1","1","0","0","2012-2013","bowdoin"
"Ariana Bourque","F","Fr","28","8","8","16","0.5714","3","6","2","2","0","0","2012-2013","bowdoin"
"Schuyler Nardelli","F","So","28","7","5","12","0.4286","4","8","1","1","0","0","2012-2013","bowdoin"
"Madeline Lane","D","Jr","28","3","7","10","0.3571","9","18","0","0","0","0","2012-2013","bowdoin"
"Emily Tang","D","Jr","28","1","9","10","0.3571","8","16","0","1","0","0","2012-2013","bowdoin"
"Colleen Finnerty","F","So","28","4","3","7","0.2500","8","16","1","0","0","0","2012-2013","bowdoin"
"Mallory Andrews","F","Jr","28","1","5","6","0.2143","1","2","0","0","0","0","2012-2013","bowdoin"
"Jay Greene","D","Sr","23","1","4","5","0.2174","7","14","0","1","0","0","2012-2013","bowdoin"
"Gabby Grandin","D","So","28","0","4","4","0.1429","11","22","0","0","0","0","2012-2013","bowdoin"
"Maura Allen","D","Jr","28","0","3","3","0.1071","9","18","0","0","0","0","2012-2013","bowdoin"
"Tara Celata","D","Fr","28","0","1","1","0.0357","1","2","0","0","0","0","2012-2013","bowdoin"
"Tara Connolly","G","Sr","7","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","bowdoin"
"Beth Findley","G","Fr","1","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","bowdoin"
"Maddie Baird","F","So","6","0","0","0","0.0000","2","4","0","0","0","0","2012-2013","bowdoin"
"Kayla Lessard","G","Sr","21","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","bowdoin"
"Alena Polenska","F","Sr","22","9","10","19","0.8636","8","16","1","1","0","0","2012-2013","brown"
"Jessica Hoyle","F","Jr","26","5","7","12","0.4615","4","8","1","1","1","1","2012-2013","brown"
"Laurie Jolin","F","Sr","27","6","5","11","0.4074","5","10","0","3","0","0","2012-2013","brown"
"Lauren Vella","F","So","25","4","7","11","0.4400","11","22","1","1","0","0","2012-2013","brown"
"Sarah Robson","F","So","27","5","4","9","0.3333","9","18","0","1","0","0","2012-2013","brown"
"Monica Masucci","F","Fr","24","3","2","5","0.2083","3","6","2","0","0","0","2012-2013","brown"
"Kelly Micholson","D","Fr","24","2","3","5","0.2083","10","20","0","0","0","0","2012-2013","brown"
"Brittany Moorehead","F","So","24","1","4","5","0.2083","2","4","0","0","0","0","2012-2013","brown"
"Jennifer Nedow","D","Jr","27","2","2","4","0.1481","5","10","1","2","0","0","2012-2013","brown"
"Samantha Woodward","F","Jr","26","1","3","4","0.1538","3","6","0","0","0","0","2012-2013","brown"
"Vanessa Welten","F","Jr","27","1","2","3","0.1111","4","8","0","1","0","0","2012-2013","brown"
"Ariana Rucker","F","Fr","24","1","2","3","0.1250","5","10","0","0","0","0","2012-2013","brown"
"Kelly Kittredge","D","Jr","25","0","2","2","0.0800","9","18","0","0","0","0","2012-2013","brown"
"Lauren Zary","F","Fr","24","0","2","2","0.0833","2","4","0","0","0","0","2012-2013","brown"
"Victoria Smith","D","Sr","26","0","2","2","0.0769","2","4","0","0","0","0","2012-2013","brown"
"Janice Yang","F","So","8","0","2","2","0.2500","1","2","0","0","0","0","2012-2013","brown"
"Kaitlyn Keon","F","So","27","0","2","2","0.0741","6","12","0","0","0","0","2012-2013","brown"
"Emma Pearson","D","Fr","24","1","0","1","0.0417","1","2","0","1","0","0","2012-2013","brown"
"Emilie Dolan","F","Jr","18","1","0","1","0.0556","2","4","0","0","0","0","2012-2013","brown"
"Alli Rolandelli","D","Fr","22","0","1","1","0.0455","6","12","0","0","0","0","2012-2013","brown"
"Huner Davis","D","Fr","1","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","brown"
"Katie Jamieson","G","Sr","11","0","0","0","0.0000","1","2","0","0","0","0","2012-2013","brown"
"Alex Piersiak","D","Sr","2","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","brown"
"Aubree Moore","G","Jr","17","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","brown"
"Courtney Carnes","F","Sr","25","4","11","15","0.6000","17","34","2","2","1","0","2012-2013","buffalo-state"
"Nikki Kirchberger","D","Fr","25","8","3","11","0.4400","16","32","0","1","0","0","2012-2013","buffalo-state"
"Kara Goodwin","F","So","25","6","5","11","0.4400","2","4","1","2","0","0","2012-2013","buffalo-state"
"Melissa Ash","F","Jr","25","4","5","9","0.3600","6","12","2","1","0","0","2012-2013","buffalo-state"
"Rio Flynn","F","Sr","25","3","6","9","0.3600","25","61","1","0","0","0","2012-2013","buffalo-state"
"Jeyna Minnick","F","So","24","4","3","7","0.2917","10","20","0","2","0","0","2012-2013","buffalo-state"
"Tara Boliard","F","Jr","25","2","5","7","0.2800","12","24","0","1","0","0","2012-2013","buffalo-state"
"Lauren Mallo","D","Sr","24","1","6","7","0.2917","20","56","0","0","0","0","2012-2013","buffalo-state"
"Christina Zandri","F","So","25","3","3","6","0.2400","1","2","0","3","0","0","2012-2013","buffalo-state"
"Jen Seguin","D","Sr","22","0","3","3","0.1364","7","14","0","0","0","0","2012-2013","buffalo-state"
"Kendra Peters","D","Fr","23","2","0","2","0.0870","12","24","0","0","0","0","2012-2013","buffalo-state"
"Alison Mish","F","Fr","25","0","2","2","0.0800","4","8","0","0","0","0","2012-2013","buffalo-state"
"Emily Cornett","F","Jr","23","1","0","1","0.0435","18","50","0","0","0","0","2012-2013","buffalo-state"
"Sarah Quigley","G","Fr","9","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","buffalo-state"
"Dakota Broderick","D","Fr","5","0","0","0","0.0000","2","4","0","0","0","0","2012-2013","buffalo-state"
"Jackie Madison","F","Fr","13","0","0","0","0.0000","2","4","0","0","0","0","2012-2013","buffalo-state"
"Jordan Lee","G","Jr","25","0","0","0","0.0000","1","2","0","0","0","0","2012-2013","buffalo-state"
"Emily Wyse","D","Jr","10","0","0","0","0.0000","3","6","0","0","0","0","2012-2013","buffalo-state"
"Nicoline Jensen","F","Fr","25","11","11","22","0.8800","0","0","1","5","0","0","2012-2013","castleton"
"Anna Daniels","F","Fr","24","11","9","20","0.8333","10","20","2","3","1","0","2012-2013","castleton"
"Jade Werger","F","Sr","26","7","10","17","0.6538","10","23","0","0","0","0","2012-2013","castleton"
"BriAnna Narodowy","F","So","26","8","8","16","0.6154","3","6","3","2","0","0","2012-2013","castleton"
"Danielle Roberts","D","Sr","26","1","14","15","0.5769","14","28","0","0","0","0","2012-2013","castleton"
"Samantha Pion","D","Fr","26","3","8","11","0.4231","10","20","0","1","0","0","2012-2013","castleton"
"Eileen Coyne","D","Sr","25","3","7","10","0.4000","12","24","1","1","0","0","2012-2013","castleton"
"Molly Howard","F","So","26","4","4","8","0.3077","5","10","2","1","0","0","2012-2013","castleton"
"Jessica Spidle","F","So","26","3","3","6","0.2308","4","8","0","0","0","0","2012-2013","castleton"
"Hanna Martini","F","Sr","25","4","1","5","0.2000","1","2","0","1","0","0","2012-2013","castleton"
"Allison Howard","F","Jr","26","3","1","4","0.1538","5","10","0","2","0","0","2012-2013","castleton"
"Rachel Bombardier","F","Fr","15","2","2","4","0.2667","3","6","0","1","0","0","2012-2013","castleton"
"Samantha McNeil","D","So","26","0","4","4","0.1538","2","4","0","0","0","0","2012-2013","castleton"
"Christine Newton","D","Sr","26","0","1","1","0.0385","2","4","0","0","0","0","2012-2013","castleton"
"Chelsea Fowlow","D","Fr","24","0","1","1","0.0417","1","2","0","0","0","0","2012-2013","castleton"
"Jenna Duggan","F","So","26","0","1","1","0.0385","1","2","0","0","0","0","2012-2013","castleton"
"Jess Cameron","G","Fr","5","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","castleton"
"Rebecca Bragg","F","Jr","21","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","castleton"
"Paula Stephens","G","So","23","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","castleton"
"Rachel Elliott","F","Fr","19","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","castleton"
"Stephanie Bardell","F","Jr","22","0","0","0","0.0000","2","4","0","0","0","0","2012-2013","castleton"
"Brittany Brayman","G","Fr","2","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","castleton"
"Casey Morfeld","F","Jr","20","4","3","7","0.3500","1","2","1","0","0","0","2012-2013","chatham"
"Morgan Becer","F","Jr","18","3","2","5","0.2778","5","13","0","1","0","0","2012-2013","chatham"
"Katrina Hawkins","F","Fr","20","4","0","4","0.2000","14","28","0","2","0","0","2012-2013","chatham"
"Marie Soukup","F","Fr","20","1","3","4","0.2000","2","4","0","1","0","0","2012-2013","chatham"
"Gina Abrego","D","So","10","1","3","4","0.4000","9","18","1","1","0","0","2012-2013","chatham"
"Erika Bronk","F","Fr","20","1","2","3","0.1500","5","10","0","0","0","0","2012-2013","chatham"
"Jenna Cosham","F","Jr","7","0","2","2","0.2857","0","0","0","0","0","0","2012-2013","chatham"
"Brittany Yoisten","D","So","20","0","2","2","0.1000","13","26","0","0","0","0","2012-2013","chatham"
"Maike Blakley","D","Jr","20","1","0","1","0.0500","2","4","0","0","0","0","2012-2013","chatham"
"Katherine Perrine","D","Fr","20","0","1","1","0.0500","7","14","0","0","0","0","2012-2013","chatham"
"Clare Zupan","D","So","17","0","0","0","0.0000","8","16","0","0","0","0","2012-2013","chatham"
"Kaitlynn Smith","G","Jr","7","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","chatham"
"Nicole Beaudoin","D","Fr","16","0","0","0","0.0000","3","6","0","0","0","0","2012-2013","chatham"
"Kimberly Miller","F","Fr","16","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","chatham"
"Megan Buchanan","G","So","19","0","0","0","0.0000","0","0","0","0","0","0","2012-2013","chatham"
"Kaellen Harrington","F","So","5","0","0","0","0.0000","1","2","0","0","0","0","2012-2013","chatham"
"Julia Hunter","F","Sr","20","0","0","0","0.0000","1","2","0","0","0","0","2012-2013","chatham"
"Abby Maier","F","Sr","18","0","0","0","0.0000","11","22","0","0","0","0","2012-2013","chatham"
